PrimaryPropertyType,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFABuilding(s),SiteEnergyUseWN(kBtu),TotalGHGEmissions,pct_electricity,pct_steam
Office,47.64976,-122.35684,1989,3,19497,1074989.0,7.49,1.0,0.0
Office,47.64976,-122.35684,1979,3,25262,1508578.25,23.85,0.7786629563299087,0.0
Other,47.64975,-122.35289,1996,3,53103,4879644.0,38.12,0.9813990528817266,0.0
Office,47.64901,-122.35516,1980,3,34106,1785202.125,11.29,0.9069992564567444,0.0
Office,47.64934,-122.35592,1980,3,34545,2313978.75,16.13,1.0000001080390215,0.0
Office,47.64865,-122.35435,1980,3,70296,3018885.75,19.39,0.921553921012082,0.0
Office,47.59979,-122.33339,1902,4,27838,1265151.625,8.49,0.9623423595571006,0.0
Warehouse,47.55105,-122.34695,1971,2,28368,1931830.75,30.02,0.7692858186463799,0.0
Other,47.72471,-122.3412,1964,2,92080,5368434.5,127.1,0.5922294478958438,0.0
Other,47.72288,-122.34065,1961,1,20236,2089365.125,49.58,0.568318091362801,0.0
Office,47.72004,-122.34418,1951,2,39815,2158188.5,40.22,0.6898428937046046,0.0
Other,47.72299,-122.34293,1970,4,25557,2280352.5,15.9,0.9999997807356538,0.0
Other,47.72134,-122.34102,1958,2,26994,3320817.0,122.73,0.26549550908707104,0.0
Warehouse,47.72183,-122.34328,1972,1,48112,1463960.0,10.36,1.0150181698953524,0.0
Other,47.72065,-122.34318,2009,1,20909,1296995.0,32.86,0.523063697238617,0.0
Office,47.73387,-122.34722,2001,2,26275,1871245.75,12.35,0.9470632064227801,0.0
Other,47.72644,-122.34338,2007,2,45000,6104259.5,176.79,0.4871463934323238,0.0
Retail,47.72337,-122.34373,1998,1,26115,1760626.0,36.74,0.6522396011418666,0.0
Worship Facility,47.6702,-122.32066,1949,1,26033,1343672.875,45.33,0.2532781648956038,0.0
Education,47.64344,-122.3509,2007,4,48660,2115259.0,61.98,0.38884552671800476,0.0
Healthcare,47.6441,-122.34795,1970,2,46539,5589312.5,180.38,0.4126725782464301,0.0
Education,47.61283,-122.34392,1909,4,29796,2309752.75,79.58,0.36619157613298653,0.0
Retail,47.6123,-122.34395,1920,2,26400,1013921.625,17.12,0.7507118708509645,0.0
Office,47.61185,-122.3434,1918,3,38148,1262255.75,8.8,0.999999405825642,0.0
Other,47.62231,-122.34145,1928,2,28800,521523.1875,12.77,0.47804394123895017,0.0
Worship Facility,47.62232,-122.36101,1955,5,31945,1806468.0,12.59,1.0,0.0
Office,47.6189,-122.35713,1985,5,52908,4480961.0,31.24,0.9999997768335854,0.0
Retail,47.60683,-122.33771,1900,4,34680,1259828.25,26.38,0.6151552800947272,0.0
Worship Facility,47.60867,-122.33265,1968,3,40548,6207115.5,247.97,0.17030567580061948,0.0
Retail,47.61103,-122.33549,1915,1,36504,2147472.5,20.76,0.9166557429722616,0.0
Office,47.61091,-122.33667,1907,6,35200,2998208.25,20.9,0.999999916616866,0.0
Office,47.60961,-122.33566,1907,5,35840,1724638.75,48.35,0.41935738716296383,0.0
Other,47.60985,-122.33527,1941,2,25920,1356947.75,9.3,0.982670113864001,0.0
Office,47.60952,-122.33558,1928,4,30525,2991557.25,73.61,0.7090307230456646,0.25472780522585686
Other,47.61186,-122.32857,1964,4,49243,8491346.0,101.34,0.8903874603625856,0.0
Other,47.6097,-122.325,1912,3,20411,2145049.5,71.23,0.3612704508683832,0.0
Office,47.61065,-122.32125,1962,2,20570,3129807.0,85.55,0.49133636674721476,0.0
Office,47.61194,-122.32177,1910,3,73549,3209164.5,107.45,0.28904127538491714,0.0
Office,47.60865416,-122.3205904,1963,3,39115,3838425.0,60.04,0.7811328865354931,0.0
Other,47.60901,-122.32994,1916,3,38038,1255324.0,55.61,0.3387515892311467,0.5433239745276917
Worship Facility,47.60821,-122.3296,1962,3,37796,2769792.0,123.41,0.31909905148112205,0.4980582476951338
Office,47.66256,-122.36483,1993,1,27744,5355753.0,37.34,0.999999813284892,0.0
Warehouse,47.66388,-122.36831,1960,1,36444,169464.0938,1.12,0.9518889599727113,0.0
Warehouse,47.65907,-122.36783,1950,1,27553,1054377.75,31.61,0.40553966545671133,0.0
Warehouse,47.6583,-122.36638,1951,1,57310,1395637.75,34.87,0.49254041745431437,0.0
Other,47.62296,-122.33884,1920,2,25920,1071271.0,16.57,0.7274769876156454,0.0
Other,47.62354,-122.33808,1919,3,40686,2188575.25,73.0,0.38473979818605736,0.0
Retail,47.62399,-122.33804,1964,2,45271,2912179.5,82.72,0.3938126066748289,0.0
Office,47.62437,-122.33802,1920,3,16200,1503529.375,35.77,0.5349499739571101,0.0
Office,47.62353,-122.33622,1926,3,26176,1074761.125,32.09,0.3884881861539233,0.0
Office,47.62799,-122.33132,1926,1,37740,7419337.0,73.48,0.9400027253109005,0.0
Other,47.62208,-122.35398,1961,1,26000,5719698.0,184.09,0.5559197356224053,0.36676582399979857
Worship Facility,47.61876,-122.3534,2009,3,23241,789925.875,20.64,0.5107555186744579,0.0
Other,47.61974,-122.3511,1962,1,155795,18847708.0,255.83,0.7851645409616914,0.0
Other,47.62208,-122.35398,2002,1,21018,1789470.75,24.62,0.8859362467925224,0.09823016106857294
Other,47.62208,-122.35398,1998,1,30533,6193701.5,192.12,0.42477281154088553,0.0
Other,47.62082,-122.35251,1992,2,40600,2470816.0,41.06,0.6109374392913111,0.055811521375934106
Office,47.62055,-122.33881,1999,4,38038,2040142.0,13.97,0.9821899652083041,0.0
Office,47.62028,-122.33717,2007,4,40000,2739358.75,77.8,0.445172068098054,0.0
Office,47.62038,-122.33759,1928,3,35404,9228577.0,234.03,0.5966996862029759,0.0
Office,47.62004,-122.33807,2013,6,29910,7429423.0,86.51,0.8987323780056675,0.0
Office,47.62054,-122.33807,1926,4,35780,1979164.25,13.33,0.9664483379790232,0.0
Other,47.6223,-122.35653,1964,4,17824,585965.6875,3.94,0.963800461439135,0.0
Other,47.60192,-122.33282,1966,1,49680,2890473.75,119.34,0.45324922947319624,0.49394325065225037
Other,47.60219,-122.3313,1962,1,36314,1882952.875,44.33,0.5897285135189588,0.10868567276278754
Other,47.60849,-122.33924,1916,2,25920,1230670.25,8.77,1.022023568051637,0.0
Office,47.60994,-122.33997,1919,4,47686,2223121.25,77.48,0.5280755604310831,0.4037989380921081
Other,47.60805,-122.33978,1900,2,49280,5469793.5,98.28,0.7547809620235206,0.0
Other,47.60918,-122.34079,1942,4,45500,3778355.0,26.34,1.0,0.0
Other,47.60895,-122.34052,1912,2,25380,6868711.5,218.79,0.46621218550233184,0.0
Office,47.60836,-122.34157,1915,6,40715,2877728.5,44.89,0.7930372861790124,0.0
Other,47.61113,-122.34556,1990,4,47265,1818635.25,11.97,0.944186581668864,0.0
Office,47.61041,-122.34214,1910,4,36160,1921962.0,12.98,0.968893765849689,0.0
Other,47.61014,-122.34251,1918,1,34617,5123179.0,143.34,0.547704657596387,0.0
Office,47.6123,-122.34611,1909,5,66900,1634178.25,14.13,0.963738808786618,0.0
Other,47.61252,-122.34565,1910,3,29340,2370772.25,75.99,0.3542440654094884,0.0
Other,47.61341,-122.34597,1930,2,22710,287763.5,2.01,0.9999982624620565,0.0
Office,47.6367,-122.3285,2000,3,36959,3205182.5,22.46,0.9992454407822331,0.0
Office,47.63616,-122.32718,1964,5,44860,3658985.5,41.22,0.8885523050036683,0.0
Education,47.63239,-122.32072,1930,2,45960,4711474.0,182.81,0.17715008084518774,0.0
Office,47.61992,-122.34539,1959,2,21128,436604.0938,3.04,0.9999997851600539,0.0
Other,47.61893,-122.34473,2008,4,274442,9512996.0,220.26,0.6060118179383235,0.0
Office,47.61952,-122.34462,2013,3,51552,1539066.375,10.73,0.9999997563457911,0.0
Hospitality,47.62014,-122.34456,1959,4,38520,2874815.0,75.25,0.5556110567114754,0.0
Hospitality,47.62174,-122.34417,1961,3,24930,867184.375,30.22,0.3958027956857502,0.0
Worship Facility,47.6201,-122.34071,1960,1,27338,682542.8125,4.05,0.8516520712757487,0.0
Other,47.64132,-122.31644,1999,2,20110,2278550.5,77.76,0.29378896803033333,0.0
Office,47.61954,-122.35847,1930,3,45864,3034554.5,115.43,0.15829341671075606,0.0
Education,47.72726,-122.32835,1999,2,49252,3870672.5,104.91,0.44921108670392546,0.0
Office,47.63245,-122.32529,1987,3,33176,1513388.25,35.96,0.5698742540124783,0.0
Retail,47.63246,-122.32658,1993,3,21430,1980961.25,55.95,0.47957979995822736,0.0
Other,47.64033,-122.29135,1927,3,31191,6014124.0,167.98,0.5193863644979718,0.0
Other,47.72039,-122.29729,1947,1,37377,3515178.25,111.73,0.30691046748482814,0.0
Warehouse,47.53906,-122.32031,1977,1,29380,878933.3125,5.97,0.9740090491791435,0.0
Worship Facility,47.60321889,-122.3205567,1922,2,22688,391818.4063,7.07,0.5835050021232246,0.0
Other,47.56028,-122.28914,1962,2,22364,1625774.5,54.44,0.3130015878585868,0.0
Office,47.54693,-122.28718,1982,2,41262,2001403.875,13.27,0.9510599153806475,0.0
Office,47.62038,-122.34668,1953,2,43183,7588115.5,92.45,0.8597487742509982,0.0
Worship Facility,47.68566,-122.31849,1908,3,45680,2394061.75,86.81,0.21275641699718062,0.0
Worship Facility,47.53439,-122.37699,1957,1,23562,531737.1875,3.71,0.9999996473821948,0.0
Office,47.65804,-122.36537,1999,4,28844,973080.1875,6.35,0.9359125914790039,0.0
Warehouse,47.56067,-122.32646,1989,1,21101,819493.125,27.97,0.2095392807596769,0.0
Other,47.56067,-122.32705,1914,2,45594,1329148.25,9.42,1.016642048770707,0.0
Other,47.55013,-122.33044,1950,1,26660,2241280.5,15.62,0.9999997769132423,0.0
Warehouse,47.56056,-122.32593,1975,1,28126,966168.625,18.63,0.6193225328549662,0.0
Warehouse,47.54813,-122.32553,1964,1,35000,378714.4063,2.64,0.9999989271599041,0.0
Warehouse,47.54948,-122.32536,1962,1,26150,1322416.75,26.55,0.6166800291965449,0.0
Office,47.54974,-122.3261,1967,2,24000,1148448.75,7.59,0.9478490006628506,0.0
Education,47.64132,-122.31644,1968,5,43594,2699616.0,73.26,0.46848588836338206,0.0
Warehouse,47.65791,-122.34274,1912,1,28080,892651.125,18.54,0.5747060476734401,0.0
Healthcare,47.72618,-122.35642,1954,2,51298,5847878.5,203.73,0.3581823733170927,0.0
Worship Facility,47.72558,-122.3578,1962,1,22047,272664.4063,1.85,0.9747330192690429,0.0
Warehouse,47.5213,-122.32182,1979,1,31600,3731853.25,103.28,0.4376661917239109,0.0
Warehouse,47.52024,-122.32137,2007,1,35289,1010737.813,23.9,0.48560862538938177,0.0
Warehouse,47.51899,-122.321,1981,1,28920,2053772.75,80.09,0.13586897576667137,0.0
Warehouse,47.5193,-122.3213,1978,1,22176,746905.625,32.77,0.18405136525782625,0.0
Office,47.70079,-122.32714,1974,3,39927,3832168.5,24.88,0.9311748687459854,0.0
Other,47.69883,-122.32479,1979,1,30610,4513728.0,135.81,0.44308983616203723,0.0
Office,47.70007,-122.32533,1980,2,20580,1002995.0,6.99,1.0,0.0
Office,47.70087,-122.32379,1968,2,38745,3073612.0,49.62,0.7325511482906756,0.0
Other,47.66353,-122.29505,1959,2,20296,855665.125,5.97,0.9999998539148127,0.0
Other,47.66246,-122.29342,1945,2,22135,1365716.125,27.41,0.6283143211771041,0.0
Office,47.66183,-122.29264,1967,3,38378,1807593.875,53.73,0.40364155360949094,0.0
Warehouse,47.66294,-122.29521,1980,2,33576,1466199.875,49.73,0.26607832032450557,0.0
Retail,47.66205,-122.29545,1975,1,33005,10821972.0,225.67,0.6800685679098042,0.0
Other,47.61074,-122.32259,1981,1,20971,729397.1875,5.08,0.9999997429384111,0.0
Office,47.63981,-122.39907,1927,3,23910,910117.6875,15.11,0.7451420946041113,0.0
Worship Facility,47.67477,-122.38241,1910,2,21765,498909.0,17.38,0.24036848403215816,0.0
Worship Facility,47.6101,-122.30838,1901,2,26560,1831347.125,64.88,0.3330788530874506,0.0
Warehouse,47.65022,-122.34174,1957,2,20140,116486.6016,0.81,1.0000034201358314,0.0
Retail,47.53846,-122.28305,1992,2,38845,6917280.0,215.56,0.47569651654985773,0.0
Retail,47.53747,-122.28308,1953,1,26092,8071987.5,173.75,0.6200449393659244,0.0
Office,47.55045,-122.32749,1967,1,25500,1430417.125,55.3,0.13894408597771787,0.0
Warehouse,47.5478,-122.32307,1961,1,41895,1343671.0,25.09,0.6595528220821912,0.0
Retail,47.54912,-122.32184,1958,2,56193,2580058.5,46.9,0.7205069187384705,0.0
Education,47.6712,-122.37568,1922,3,35448,1632148.75,60.34,0.17188935751107245,0.0
Retail,47.66986,-122.37418,1966,1,29214,9558542.0,208.53,0.6514885847653334,0.0
Retail,47.66828,-122.37428,2000,1,46068,14473242.0,384.85,0.539479682575611,0.0
Other,47.66621,-122.37502,1961,1,32000,1527101.375,45.38,0.35926298606076496,0.0
Other,47.66389,-122.37307,1910,2,31140,1111093.0,38.86,0.21115514182881182,0.0
Warehouse,47.6644,-122.37246,1975,3,41478,3287502.0,78.22,0.5473405035190854,0.0
Warehouse,47.66411,-122.37185,1980,1,39840,774360.0,5.24,0.9712588460147735,0.0
Other,47.66984,-122.3842,2004,1,15000,1642173.75,38.52,0.5663456744452284,0.0
Other,47.66894,-122.38242,1924,2,21528,330300.5,6.61,0.6355243180073903,0.0
Other,47.66908,-122.38627,1928,2,30000,1115775.5,13.14,0.8743344875380397,0.0
Other,47.67482,-122.37316,1942,2,30087,5205994.5,36.77,1.013186049274543,0.0
Worship Facility,47.66327,-122.37439,1975,1,40445,911009.375,29.24,0.2977126333085211,0.0
Retail,47.66318,-122.37283,1996,1,23500,1149592.0,13.29,0.888909282597652,0.0
Retail,47.67518,-122.36549,1967,1,22420,1524765.875,31.79,0.6082389534065353,0.0
Retail,47.64909,-122.37788,1961,1,25842,8746499.0,237.54,0.5324412659282303,0.0
Office,47.65018,-122.37787,1992,3,26389,1186733.125,8.42,1.017950012982068,0.0
Office,47.65252,-122.37587,1982,3,25859,916019.375,14.9,0.7267389950130695,0.0
Warehouse,47.66238,-122.38831,1974,1,25600,1943594.875,34.26,0.6429369700823069,0.0
Other,47.66126,-122.38751,1965,1,23169,222255.9063,1.55,1.0000004215860967,0.0
Office,47.66106,-122.38576,2008,4,33385,1294615.25,9.03,0.9999998068924338,0.0
Warehouse,47.66206,-122.38948,1960,1,56884,1577967.75,37.49,0.49776936188968374,0.0
Retail,47.6917,-122.37617,1989,1,32810,2168833.0,46.44,0.606901499562207,0.0
Other,47.64455,-122.37581,1980,3,30989,98862.89844,0.68,0.9881361111346352,0.0
Other,47.64418,-122.37587,1915,3,39952,58114.19922,0.4,0.9831160158245401,0.0
Office,47.65504,-122.37402,1961,2,20022,688824.0,4.58,0.9543598945449056,0.0
Warehouse,47.65563,-122.37194,1960,2,36498,602201.625,14.81,0.4610216719358736,0.0
Warehouse,47.66161,-122.39075,1968,1,35946,503210.6875,11.08,0.5966864525308795,0.0
Office,47.66006,-122.38631,2007,4,24472,845044.125,5.94,0.9988448828041968,0.0
Office,47.65881,-122.38382,1979,4,22365,727385.8125,5.07,1.0000002577724183,0.0
Office,47.65801,-122.3839,1994,4,30172,967548.3125,6.3,0.9343822818149973,0.0
Warehouse,47.66353,-122.38064,1927,4,42500,262995.3125,1.68,0.9181836653457465,0.0
Office,47.66691,-122.38416,1901,4,23032,1172535.25,7.82,0.9565059984337357,0.0
Other,47.66646,-122.38263,1900,3,40836,7536508.5,303.81,0.2321511347064758,0.0
Office,47.66497,-122.38047,1968,2,23500,1745284.25,34.52,0.683547107011365,0.0
Office,47.66431,-122.37988,1966,1,22282,665681.875,16.67,0.4601266933999067,0.0
Other,47.66351,-122.37961,1902,2,24000,599426.5,17.39,0.3369871035064349,0.0
Other,47.66852,-122.38175,1909,3,27085,2151546.25,60.67,0.4562476869832568,0.0
Other,47.70544,-122.2918,1996,2,29258,8571176.0,309.14,0.30434353465615455,0.0
Office,47.719,-122.29966,1931,2,37500,2448649.75,44.26,0.6592433237950834,0.0
Education,47.73143,-122.32784,1930,3,23983,1270514.75,33.28,0.4872025295259264,0.0
Warehouse,47.55832,-122.35239,1980,1,24100,939941.6875,30.49,0.2888572808406266,0.0
Education,47.66665,-122.31818,2004,2,31343,4277566.0,128.66,0.3831933861452985,0.0
Other,47.68582,-122.33709,1996,3,33062,2450442.75,17.08,1.0000001020223794,0.0
Other,47.65843,-122.38435,1957,2,20294,1845057.875,67.45,0.2907269236744132,0.0
Office,47.65708,-122.38383,1983,4,29722,1286817.375,8.97,0.9999997085833566,0.0
Office,47.65649,-122.38383,1983,4,26048,1785685.5,12.24,0.9832571301049373,0.0
Other,47.65118,-122.37875,1960,2,57644,2300589.0,42.87,0.6917837127796403,0.0
Warehouse,47.64913,-122.37929,1955,2,39497,1809734.75,28.28,0.7426895018731337,0.0
Other,47.6303,-122.3142,1932,1,33087,3944599.75,121.9,0.365852327603073,0.0
Office,47.70793,-122.33316,1982,2,27574,1243709.625,8.44,0.9739805623840855,0.0
Healthcare,47.71069,-122.32674,1998,5,43661,4141925.0,82.57,0.6619373841873042,0.0
Office,47.70842,-122.3332,1987,3,48798,2596383.25,17.24,0.9522284508652565,0.0
Other,47.70983,-122.31865,1952,2,32009,2177737.0,44.28,0.6157736218836343,0.0
Office,47.70676,-122.32264,1988,3,28841,1525049.625,33.42,0.6264215828386568,0.0
Other,47.70782,-122.31873,1977,2,33344,129466.8984,0.86,0.9559740870412324,0.0
Other,47.70541,-122.32232,2005,1,30498,2652254.5,80.19,0.40200742424982217,0.0
Education,47.51698,-122.35946,1924,2,42975,1124454.25,42.96,0.15399915114376597,0.0
Other,47.53366,-122.33733,1963,1,23260,1803514.875,52.41,0.39909790042624405,0.0
Office,47.53309,-122.33977,1988,2,30659,2828171.5,55.85,0.6380051563351091,0.0
Other,47.63132,-122.34136,1920,2,27144,1138349.25,32.58,0.40303623865874205,0.0
Office,47.70558,-122.33486,1979,2,34759,1633105.375,11.39,0.9999997703761155,0.0
Worship Facility,47.71745,-122.33221,1965,2,44719,1781436.375,53.21,0.39556899695617814,0.0
Retail,47.57894,-122.31287,1965,1,21603,5927199.5,129.89,0.6579933744426858,0.0
Warehouse,47.53158,-122.33568,1979,1,42900,461205.5938,3.04,0.9458970269757383,0.0
Other,47.52956,-122.33592,1971,1,26232,3315521.5,122.71,0.27207816326933787,0.0
Warehouse,47.59783,-122.31554,1956,2,25840,310602.3125,2.19,1.009419400249958,0.0
Office,47.59721,-122.31838,1988,1,45145,1405510.25,43.63,0.36605282672253725,0.0
Office,47.59728,-122.31587,2001,5,48237,2000777.25,19.12,0.9326895335300319,0.0
Retail,47.6899,-122.37619,1994,1,45522,12559767.0,326.74,0.5589045561115903,0.0
Retail,47.72286,-122.34612,1979,2,20088,337536.0938,2.28,0.9681275751020142,0.0
Office,47.56999,-122.34703,1997,2,40657,2828385.0,23.6,0.9696006731756815,0.0
Warehouse,47.57279,-122.35066,1900,1,20200,283275.0,2.25,0.920688377018798,0.0
Education,47.6073,-122.32585,1904,1,44086,4056815.5,184.0,0.300468187424348,0.4733945258294344
Office,47.60663,-122.32526,1970,7,33548,1479454.375,9.79,0.9488768452220773,0.0
Office,47.60819,-122.32282,1956,3,21282,1380656.125,62.23,0.35010962631987746,0.5523042984363684
Other,47.54563,-122.27616,1921,2,41022,3787648.25,26.41,0.9999999339959829,0.0
Other,47.57058,-122.35626,1966,2,28109,3612526.75,38.39,0.92076300888291,0.0
Office,47.72986,-122.29278,1985,3,20590,409578.4063,2.86,1.000001449539309,0.0
Warehouse,47.72051,-122.30103,1977,1,21936,116642.5,2.69,0.6157875559937416,0.0
Other,47.72083,-122.29979,1969,1,30160,1184385.875,44.26,0.20651799819885558,0.0
Other,47.61056,-122.33661,1909,11,111137,9946297.0,294.65,0.46273050161281126,0.0
Other,47.56319,-122.35067,1997,1,40189,1594851.25,37.65,0.5776306724529953,0.0
Office,47.56877,-122.36369,1988,2,66484,3098383.5,21.24,0.9832685334142788,0.0
Office,47.60789,-122.32249,1959,3,25151,1481688.75,62.05,0.4102683508935328,0.505493942300635
Hospitality,47.60958,-122.32646,1928,6,35770,2835357.0,112.34,0.21342885569612574,0.0
Hospitality,47.60981,-122.32687,1928,9,48006,3182794.5,101.31,0.48178982337690984,0.0
Other,47.59949,-122.31851,1960,2,29631,5327051.5,146.93,0.5138403486431472,0.0
Office,47.59727,-122.32196,1989,2,23472,1589717.125,46.45,0.5435583390346883,0.0
Office,47.5956,-122.32292,1973,2,21315,3161573.5,110.66,0.2595331090673679,0.0
Office,47.62481,-122.35762,1984,4,41298,2275712.0,24.31,0.8764263667810338,0.0
Office,47.61833,-122.35871,1979,3,34030,1815642.75,22.26,0.8428585414173576,0.0
Other,47.58654,-122.37644,1902,2,20398,9560583.0,334.15,0.3638432928201136,0.0
Warehouse,47.5746,-122.32637,1952,1,41308,1792023.375,38.57,0.5885899786323937,0.0
Other,47.60195,-122.33516,1913,3,43878,769771.3125,5.37,0.9999995940352739,0.0
Other,47.62591,-122.35843,1912,3,34976,943354.6875,15.7,0.7054313810254957,0.0
Warehouse,47.65674,-122.37223,1957,1,38255,1173175.75,33.8,0.3425104891573151,0.0
Office,47.65103,-122.35541,1989,3,48924,2398376.5,59.24,0.5601176462494525,0.0
Office,47.64168,-122.32562,1959,4,32297,1761932.5,11.17,0.9092766039561675,0.0
Office,47.6404,-122.32553,1986,4,35526,2638076.5,17.57,0.9554245299558219,0.0
Office,47.63995,-122.32557,1969,3,17956,706926.0,4.65,0.9431538803212783,0.0
Office,47.64113,-122.32625,2000,3,35224,1994967.75,13.91,0.999999624054073,0.0
Worship Facility,47.52172,-122.35487,1957,2,24224,1045964.625,26.73,0.5114274299668595,0.0
Worship Facility,47.51989,-122.35489,1963,1,23706,456483.0938,13.12,0.38746013248300504,0.0
Warehouse,47.5465,-122.31704,1963,1,31900,1964681.25,13.7,0.9999998727528957,0.0
Other,47.5219,-122.38787,1917,1,49066,4504593.5,178.86,0.11943475032763777,0.0
Worship Facility,47.52097,-122.38688,1952,3,30740,1849185.25,61.3,0.331190723049516,0.0
Retail,47.52262,-122.26922,1959,1,67450,2842819.5,55.86,0.7252497036832624,0.0
Warehouse,47.65649,-122.37507,1948,1,46970,882896.5,6.16,0.999999433682204,0.0
Warehouse,47.6331,-122.37582,1931,1,47554,1083153.75,16.04,0.7796510883150245,0.0
Office,47.63063,-122.37428,1979,2,37616,1458046.0,60.57,0.07395034175876482,0.0
Other,47.63034,-122.37412,1931,1,24196,1146510.375,22.29,0.637830250772916,0.0
Office,47.63128,-122.37387,1940,2,20671,746543.625,24.76,0.26565225843298845,0.0
Warehouse,47.58065,-122.33356,1927,1,21600,557887.875,14.36,0.47348940860204214,0.0
Worship Facility,47.50959,-122.37417,1977,1,35844,866126.375,6.04,0.9999995670377778,0.0
Office,47.66116,-122.34172,1916,3,31774,1672465.625,18.87,0.8836217485785396,0.0
Warehouse,47.56121,-122.33872,1953,1,26094,788592.5,4.95,0.9003268481503438,0.0
Office,47.56121,-122.33872,1983,2,23687,1175914.875,7.56,0.9223065572667409,0.0
Office,47.56121,-122.33872,1983,2,24221,1506510.25,10.01,0.9529062281521151,0.0
Other,47.60546,-122.34091,1900,2,57836,5381105.0,37.51,0.9999998141645629,0.0
Office,47.60546,-122.34091,1900,2,32027,3999505.25,128.41,0.4552100537935286,0.0
Office,47.6032,-122.33663,1906,3,32160,2805826.0,19.56,1.0,0.0
Other,47.59549,-122.32538,1992,3,40264,3647847.25,109.59,0.4660228029010809,0.0
Office,47.58802,-122.32111,1914,3,34425,2143122.25,50.07,0.5777416570613272,0.0
Office,47.57296,-122.38643,1984,3,28304,1961581.5,13.67,0.999999745103632,0.0
Warehouse,47.52878,-122.32771,1990,1,29619,1524858.875,42.45,0.3631398348256982,0.0
Education,47.59692,-122.30601,1922,2,21592,1651553.75,54.24,0.28614993608291583,0.0
Education,47.69061,-122.31992,1931,2,23923,880687.3125,19.51,0.5728696131295749,0.0
Office,47.59976,-122.31441,1907,3,25200,1808592.0,37.08,0.6684210700920937,0.0
Office,47.59693,-122.31124,1963,2,28296,1301418.875,9.26,1.0207789555841504,0.0
Office,47.61744,-122.30514,1999,3,31357,2085718.125,22.48,0.8508647351376879,0.0
Warehouse,47.55945,-122.33601,1968,1,160000,1157976.5,8.07,1.0000004317876918,0.0
Warehouse,47.55601,-122.33627,1960,1,53550,5129831.0,174.62,0.29221781380322276,0.0
Warehouse,47.55716,-122.33744,1924,1,38412,1914443.25,67.05,0.22006084536587855,0.0
Other,47.55662,-122.33728,1930,1,25881,607988.1875,3.8,0.8970996661016544,0.0
Office,47.55498,-122.32497,1953,1,24291,751206.5,19.61,0.43861042203442063,0.0
Warehouse,47.55458,-122.32639,1966,1,36544,1338475.5,8.85,0.948726368170355,0.0
Warehouse,47.58387,-122.32092,1949,1,20796,1573106.75,51.1,0.2648917500353997,0.0
Warehouse,47.5822,-122.321,1947,1,21349,713915.5,17.04,0.5463447704945473,0.0
Warehouse,47.58082,-122.32031,1936,1,38630,416885.5938,2.91,1.0000009743680427,0.0
Warehouse,47.58032,-122.32083,1950,1,20724,2085116.625,83.3,0.14555109117697435,0.0
Other,47.5793,-122.32226,1960,1,24109,4747403.5,33.1,0.9999998946792704,0.0
Other,47.58118,-122.32211,1955,1,25375,4069301.5,28.37,0.9999998771287898,0.0
Warehouse,47.5829,-122.32417,1985,1,22803,859387.1875,21.5,0.4813313556644106,0.0
Other,47.5829,-122.32417,1985,1,23100,4649041.0,157.07,0.3382727749658478,0.0
Other,47.58252,-122.32193,1951,1,41550,642645.1875,4.48,0.9999997082371367,0.0
Other,47.52305,-122.31899,1994,2,54170,6052090.0,178.35,0.46535775244584926,0.0
Education,47.55095,-122.27978,1912,2,42252,2617491.25,102.35,0.12162447534447346,0.0
Other,47.54514,-122.28596,1955,1,23100,893514.5,13.87,0.7762515325716595,0.0
Worship Facility,47.5419,-122.28302,1981,3,22895,505585.0,12.92,0.44896110446314663,0.0
Other,47.69316,-122.30487,2006,6,41047,837795.8125,12.22,0.7792590870702162,0.0
Warehouse,47.59294,-122.32555,1937,1,52325,919070.8125,18.03,0.5880167149797285,0.0
Other,47.59322,-122.32491,1920,4,20600,318703.1875,9.71,0.3177690213719623,0.0
Retail,47.58698,-122.32397,1944,1,25880,162960.0,1.14,1.0,0.0
Warehouse,47.58336,-122.32525,1960,1,45842,847703.375,12.55,0.7917710602485215,0.0
Other,47.57936,-122.32322,1972,1,31365,678829.8125,5.09,0.9448583255909964,0.0
Other,47.57959,-122.32557,1910,1,32100,904458.125,25.77,0.3471924142425057,0.0
Warehouse,47.57895,-122.32551,1966,1,20520,1284942.5,40.85,0.3571187037552264,0.0
Warehouse,47.57833,-122.32563,1945,1,22972,539778.5,3.45,0.917933930306598,0.0
Warehouse,47.57934,-122.32501,1953,1,24990,550746.6875,8.7,0.7520934930725298,0.0
Retail,47.57667,-122.32542,1951,2,24000,1497394.75,40.94,0.4213204300335633,0.0
Warehouse,47.56845,-122.32732,1963,1,100386,4060714.75,95.93,0.5159796067921294,0.0
Warehouse,47.56758,-122.32638,1966,1,24354,735907.8125,17.29,0.6417651667477032,0.0
Warehouse,47.56823,-122.32506,1959,1,33600,918950.6875,15.35,0.6994869352007531,0.0
Other,47.56671,-122.32446,1974,1,20819,1891759.125,51.27,0.4439238531491159,0.0
Warehouse,47.5668,-122.32499,1967,1,23296,1639903.75,40.01,0.4748229888491931,0.0
Other,47.57019,-122.32352,1954,1,35222,1840153.25,40.42,0.6236860978834236,0.0
Other,47.5668,-122.32149,1957,1,25520,1777297.75,59.0,0.3237195343323875,0.0
Other,47.58754,-122.3224,1952,1,25460,907591.625,5.82,0.9196999807044275,0.0
