PrimaryPropertyType,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFABuilding(s),SiteEnergyUseWN(kBtu),TotalGHGEmissions,pct_electricity,pct_steam
Other,47.6875,-122.35496,2004,1,12806,1155795.125,26.67,0.5784156599553056,0.0
Education,47.62291,-122.28879,1950,1,109794,3657784.25,115.34,0.35397577098758626,0.0
Other,47.61796,-122.30847,1911,3,25200,1407294.875,53.02,0.19980744973579187,0.0
Retail,47.70941,-122.31707,1996,1,44755,11943740.0,338.58,0.49595938960493113,0.0
Other,47.61340332,-122.3203506,1907,2,22320,230988.9063,4.8,0.5943402313083292,0.0
Other,47.6139,-122.32034,1912,3,24000,952583.5,9.09,0.9196086222362659,0.0
Office,47.61393,-122.31589,1920,3,23422,2902229.0,128.07,0.11518457020448765,0.0
Other,47.61554,-122.31098,1998,5,38409,3518099.75,83.65,0.5945326024368695,0.0
Warehouse,47.61481,-122.31536,1920,2,23040,79967.89844,0.87,0.9109280276341847,0.0
Warehouse,47.61469,-122.31596,1958,2,61880,604190.125,4.15,0.9863401855500369,0.0
Office,47.61556,-122.32048,1925,2,27938,1002986.375,7.31,1.0212023069605507,0.0
Other,47.66386,-122.31715,1924,2,21600,1623657.0,11.32,1.0,0.0
Other,47.66506,-122.31656,1929,3,27908,2182493.0,63.22,0.44189190984804994,0.0
Education,47.62291,-122.28879,2000,2,30562,1824440.125,55.73,0.361453352710054,0.0
Retail,47.59951,-122.32033,2000,3,54969,3770784.25,39.31,0.910872585722718,0.0
Education,47.61395,-122.31253,1951,2,36825,1892122.25,51.14,0.481873198203763,0.0
Office,47.61546,-122.31195,1958,3,25834,2223401.5,54.02,0.5483728422419433,0.0
Worship Facility,47.63193,-122.32126,1929,1,37700,4195549.5,150.23,0.1791963126641695,0.0
Other,47.61608,-122.30967,2004,6,97229,1056507.75,7.12,0.9671050685619674,0.0
Office,47.69898,-122.34162,1982,3,25111,1060040.75,24.97,0.52571469540204,0.0
Worship Facility,47.64725,-122.39977,1953,2,31805,1888861.125,68.39,0.21567440539070865,0.0
Education,47.64725,-122.39977,1953,1,20811,1441620.0,43.97,0.35085251314493415,0.0
Warehouse,47.59393,-122.32211,1967,2,22058,2235498.0,66.43,0.37921125404719663,0.0
Other,47.56268,-122.32364,1970,1,22890,9844836.0,119.76,0.9062634461356187,0.0
Other,47.56166,-122.3237,1907,5,36000,1270850.625,43.04,0.27255445540659035,0.0
Warehouse,47.5616,-122.32603,1971,1,28320,4403066.5,67.96,0.7730121723121829,0.0
Worship Facility,47.67816,-122.28998,1955,1,29079,930746.875,22.18,0.5491482310912943,0.0
Office,47.63441,-122.28061,1982,3,19232,769771.8125,5.07,0.9443279010687339,0.0
Office,47.65564,-122.36191,1988,2,20535,1964622.625,38.71,0.6486029346221135,0.0
Other,47.65223,-122.36147,1985,2,43025,10148279.0,255.97,0.5187548548872178,0.0
Warehouse,47.54769,-122.3251,1965,1,30800,485971.0,3.39,1.0,0.0
Other,47.59901628,-122.3315077,1900,3,22168,1904848.25,49.44,0.5157759942294616,0.0
Warehouse,47.59416,-122.3267,1922,1,37400,909543.1875,7.8,0.9837245908677646,0.0
Office,47.59666,-122.32768,2000,11,268130,15033874.0,106.86,0.9964685748995901,0.0
Office,47.59706,-122.32813,2000,11,68452,3979629.5,26.37,0.9504347075525498,0.0
Office,47.59634,-122.32807,2000,11,273185,14709151.0,102.54,0.9999998640302218,0.0
Education,47.66368,-122.27324,1924,3,97500,4314753.5,156.45,0.21106605510604487,0.0
Office,47.62495,-122.36036,1982,5,54015,3020001.5,21.05,0.9999998344371683,0.0
Other,47.60805,-122.33978,1985,13,42000,7762660.5,273.91,0.5606173295869373,0.3237961070176906
Other,47.71986,-122.29809,1965,1,24697,1395016.125,29.18,0.6157699431610513,0.0
Education,47.59677,-122.30172,2013,1,57468,3778965.75,89.8,0.5644883127083118,0.0
Retail,47.6087,-122.33884,1991,3,103000,5390147.5,81.18,0.787203689694948,0.0
Retail,47.56137,-122.38524,2008,1,37864,8257472.5,176.75,0.6548737522286632,0.0
Retail,47.62256,-122.32092,1950,2,66497,9290214.0,72.02,0.983078430701381,0.0
Retail,47.62473,-122.34727,2006,4,34010,3611326.75,24.82,0.9859573077955353,0.0
Retail,47.62473,-122.34727,2006,4,45980,8573323.0,193.36,0.6262723333764516,0.0
Retail,47.61378771,-122.3214255,1996,3,45743,5227773.5,83.45,0.8239538304404351,0.0
Other,47.61674,-122.30207,1991,1,45000,3769240.5,137.66,0.2790068715434847,0.0
Other,47.59544,-122.33159,1999,6,333698,14658050.0,295.42,0.6414179921613039,0.0
Warehouse,47.55066,-122.31787,1904,4,72859,1577083.25,12.43,0.9228967462561029,0.0
Other,47.5823,-122.32937,2004,3,21947,1658135.375,37.83,0.5847477923809448,0.0
Office,47.60148,-122.33379,1985,6,73102,4483478.0,30.03,0.9606912312271857,0.0
Other,47.62256,-122.32092,1916,2,81422,2778832.75,28.85,0.919428850117014,0.0
Retail,47.71864,-122.312,2011,1,51400,12081430.0,303.69,0.5702278620991058,0.0
Office,47.64779,-122.33352,1993,1,26263,1671740.25,11.4,0.9778247547727585,0.0
Other,47.60668,-122.30242,1968,1,21400,5427452.5,158.6,0.4633111022160028,0.0
Retail,47.6239,-122.35756,2003,4,33997,9086338.0,94.63,0.9051638845044065,0.0
Other,47.60121,-122.33518,1902,6,74211,1438856.625,9.46,0.9431933497891077,0.0
Warehouse,47.51098,-122.27817,1988,2,45700,1547490.125,15.5,0.9315691109822106,0.0
Office,47.58995,-122.33472,2012,6,157345,11666007.0,92.07,0.9759618693868434,0.0
Education,47.65642,-122.31475,2012,5,136758,6662918.5,175.46,0.5133816359902946,0.0
Education,47.65599,-122.31385,2012,7,192259,9286532.0,191.97,0.6387453357184362,0.0
Other,47.53246,-122.33304,2012,2,137138,5574345.0,38.17,0.9822438331319644,0.0
Retail,47.62503,-122.35642,1918,3,43832,4085534.75,144.41,0.32891018733838945,0.0
Other,47.5596,-122.38459,1987,6,146363,12145596.0,325.94,0.5301132196394479,0.0
Retail,47.57984,-122.38577,2011,1,67263,15210667.0,352.77,0.6096017354137067,0.0
Office,47.61156,-122.34401,1988,13,204760,14070366.0,147.84,0.8733458674777899,0.0
Worship Facility,47.6709,-122.27054,2008,2,70292,2145036.25,57.59,0.4558109449199285,0.0
Education,47.61386,-122.32647,2014,2,35780,2962615.25,51.59,0.7541357251840245,0.0
Office,47.63449,-122.37661,2013,3,76844,1420513.25,9.5,0.9596475076878023,0.0
Office,47.59666,-122.31253,2013,3,47673,2626698.25,20.1,0.9306737079525599,0.0
Hospitality,47.66629,-122.3826,2013,4,39433,3497215.5,24.38,0.9999998570291135,0.0
Healthcare,47.61885,-122.30341,2013,6,79805,7692164.0,184.81,0.6062872554459318,0.0
Education,47.73143,-122.32784,2014,2,48925,1695022.25,22.76,0.8167344115984319,0.0
Other,47.62082,-122.35251,1962,1,29000,2642231.75,54.98,0.6073309050199703,0.0
Office,47.58872,-122.33475,2014,7,187027,4644839.5,42.2,0.9384812973623738,0.0
Other,47.5843,-122.32229,2014,2,56988,544172.375,16.13,0.5085373912999535,0.0
Education,47.54193,-122.32404,2007,2,149856,6759240.5,107.29,0.7348807902307959,0.0
Other,47.51377011,-122.3432804,2010,2,44162,1679541.25,38.13,0.5677949261442671,0.0
Office,47.61438,-122.32174,1912,2,64820,2332889.25,29.4,0.8490617374999692,0.0
Education,47.61699,-122.32083,1993,2,99765,3372443.75,74.3,0.6096392267476662,0.0
Healthcare,47.60898,-122.34213,1989,3,41395,2842128.0,58.28,0.6643131484577753,0.0
Retail,47.67034,-122.3873,2010,8,41198,7785876.5,82.58,0.9185690268783483,0.0
Other,47.59523,-122.32334,2014,1,20993,961628.625,10.8,0.827584557396053,0.0
Other,47.5626,-122.29396,2009,0,40265,2261075.5,51.39,0.6066595299449311,0.0
Education,47.65718,-122.31632,2011,0,176225,5209463.5,103.65,0.6573782501787372,0.0
Education,47.65577,-122.3153,1953,0,166991,16591973.0,437.2,0.5365563818118556,0.0
Education,47.65447,-122.31733,1970,0,89392,7483350.0,48.53,0.9301855452437745,0.0
Education,47.65176,-122.30756,2011,0,97040,4075094.5,62.41,0.7680371584020935,0.0
Other,47.57054,-122.29139,2014,4,87576,940844.6875,9.91,0.9227474114849589,0.0
Other,47.66414,-122.31664,2014,3,33648,1399581.625,9.76,1.000000267937213,0.0
Office,47.61371,-122.31774,2015,5,37873,2346692.5,65.01,0.5506281713518069,0.0
Hospitality,47.61665,-122.33261,2015,14,144614,5547964.5,50.32,0.9497551759749003,0.0
Office,47.62146,-122.33976,2014,12,317442,12926544.0,147.14,0.8860038692476504,0.0
Other,47.66144,-122.38723,2014,2,25532,670291.0,4.38,0.9366886919263424,0.0
Other,47.58542,-122.32185,2015,2,108036,5298717.5,91.98,0.7081970306965789,0.0
Office,47.62263,-122.33976,2015,12,317189,14409447.0,202.12,0.8142587290129871,0.0
Hospitality,47.65476,-122.34732,2014,4,85284,6042399.5,131.02,0.6811234510396077,0.0
Warehouse,47.54425,-122.31776,1955,1,47863,4182621.75,157.7,0.17520183363460967,0.0
Office,47.53161,-122.29944,1929,2,24990,4731813.5,134.8,0.45797007849104787,0.0
Education,47.58831,-122.3065,2015,3,45000,1397742.375,9.24,0.9486533596722357,0.0
Education,47.66127,-122.31256,1962,1,68072,3180819.25,22.17,0.9999999214038962,0.0
Other,47.70541,-122.32232,2005,1,20616,636965.5,4.44,0.9999999813176694,0.0
Other,47.59905,-122.29787,2013,1,11685,969142.0,29.18,0.35834657253529406,0.0
Other,47.6933,-122.37717,2010,1,11968,858773.0,23.0,0.4695572810276988,0.0
Other,47.72126,-122.29735,1949,1,11285,705983.6875,14.37,0.6116223811474397,0.0
Other,47.67295,-122.39228,1911,1,16795,990545.5,24.73,0.5473089181668082,0.0
Other,47.67734,-122.37624,1972,1,12769,5370263.5,216.18,0.22441604811384022,0.0
Other,47.63228,-122.31574,1912,1,23445,6716330.0,259.22,0.18773196671396433,0.0
Other,47.60775,-122.30225,1994,1,20050,1993136.625,60.81,0.38605134502508076,0.0
Other,47.54067,-122.37441,1982,1,18261,1025432.125,20.33,0.6166785608555028,0.0
Other,47.59625,-122.32283,2004,1,16000,1053705.75,32.17,0.3763347139369791,0.0
Other,47.63644,-122.35784,1974,1,13157,6053764.5,223.54,0.29604038247606096,0.0
Other,47.52832,-122.32431,1989,1,14101,782841.3125,22.11,0.4456460976566052,0.0
Other,47.53939,-122.29536,1938,1,18258,1293722.375,41.27,0.3343485865736843,0.0
