PrimaryPropertyType,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),SiteEnergyUse(kBtu),TotalGHGEmissions,pct_electricity,pct_steam,has_parking
Worship Facility,47.60514,-122.32613,1900,1,0,48850,1063480.5,65.05,0.22560169180346984,0.7669873824672855,False
Healthcare,47.58767,-122.38672,1961,3,0,54863,2037720.625,14.21,0.9999996932847456,0.0,False
Warehouse,47.55317,-122.33289,1964,1,0,25000,1989103.875,65.89,0.4331704396282472,0.0,False
Warehouse,47.55544,-122.33294,1960,1,0,25000,287132.5,8.61,0.500803635952043,0.0,False
Other,47.55523,-122.33448,1927,1,0,22622,774075.6875,26.56,0.4075002032666218,0.0,False
Office,47.61543,-122.32657,1917,3,0,27544,1031667.5,17.41,0.785248154080651,0.0,False
Office,47.61161,-122.34592,1989,7,0,47415,1478979.25,10.31,0.999999830964498,0.0,False
Other,47.63644,-122.34218,1961,3,0,22960,2266983.0,95.38,0.2392285253131585,0.0,False
Retail,47.62048,-122.31386,1998,1,0,44739,14585813.0,393.07,0.5670106973125186,0.0,False
Other,47.66816,-122.27706,1948,1,0,22778,2470566.0,120.86,0.09081279350561774,0.0,False
Worship Facility,47.68517,-122.38733,1956,2,0,21562,866806.0,37.28,0.2189532605911819,0.0,False
Other,47.62322,-122.29006,1959,1,0,25753,1378130.25,62.51,0.16801242117717102,0.0,False
Worship Facility,47.53857,-122.28026,1968,1,0,24200,826488.6875,22.38,0.5642363979724768,0.0,False
Education,47.63651,-122.34418,1981,4,2211,21302,1740568.25,49.79,0.5311190756237223,0.0,True
Other,47.56785,-122.37039,1994,3,0,66610,640377.0,18.81,0.5144063575050322,0.0,False
Other,47.56774,-122.33289,1950,1,0,36000,3646053.75,58.79,0.8016436949126161,0.0,False
Education,47.71387,-122.3535,1938,2,0,23222,1219863.125,55.06,0.17277594156311593,0.0,False
Other,47.61426,-122.3253,1924,2,0,24476,2662054.25,91.69,0.40461271591290826,0.0,False
Retail,47.61386,-122.32481,1910,2,0,24750,782343.8125,28.07,0.37338826655576063,0.0,False
Education,47.61339,-122.32594,1904,3,0,60000,3625407.5,121.63,0.4239556518818919,0.0,False
Other,47.61449,-122.32592,1954,2,0,46560,690557.6875,17.31,0.6077884695187034,0.0,False
Other,47.63303,-122.34268,1980,3,0,30408,1440554.25,10.04,0.9999998264556854,0.0,False
Office,47.63439,-122.34078,1920,3,0,30109,1465795.75,34.03,0.6478631146256223,0.0,False
Office,47.63985,-122.36712,1960,2,0,25481,917100.3125,38.59,0.2391134284996768,0.0,False
Office,47.62298,-122.33082,1912,2,0,27788,2119806.25,35.99,0.7830734530573255,0.0,False
Hospitality,47.729,-122.34473,1990,4,8584,33120,1943899.25,58.52,0.49858139510059485,0.0,True
Warehouse,47.56683,-122.33358,1941,2,0,22324,588856.125,22.33,0.32927907474852197,0.0,False
Other,47.5661,-122.33358,1946,2,0,31360,1725108.25,39.65,0.6529410545686046,0.0,False
Other,47.56555,-122.33362,1947,1,0,30496,1992158.25,46.01,0.6504774407354436,0.0,False
Office,47.61545,-122.3238,1922,3,0,27600,1072151.375,12.57,0.8970179234252252,0.0,False
Healthcare,47.66312,-122.35311,1961,2,0,55974,6135173.0,203.21,0.43320750694397697,0.0,False
Healthcare,47.70883,-122.28887,1954,1,0,22583,1981360.0,70.92,0.3753512738724916,0.0,False
Office,47.66117,-122.3391,1997,3,7358,24328,2305643.5,16.07,0.9999997831408021,0.0,True
Office,47.6483,-122.33438,1981,3,6034,20660,720170.6875,5.02,1.000000433924909,0.0,True
Warehouse,47.70833,-122.34429,1972,1,0,29400,227509.5,1.59,0.9999978022895747,0.0,False
Hospitality,47.54774,-122.32091,1992,3,0,22452,1244150.0,41.88,0.42148052887513565,0.0,False
Other,47.66148,-122.31279,1912,2,0,25767,1581352.75,11.02,0.9999995257225183,0.0,False
Retail,47.66188,-122.31279,1953,4,0,33910,1822834.25,38.21,0.6967852397989559,0.0,False
Worship Facility,47.6645,-122.31224,1927,2,0,78401,2462408.25,87.41,0.3817295527660777,0.0,False
Warehouse,47.64748,-122.33435,1979,2,0,78716,4103800.75,48.13,0.89692609954321,0.0,False
Education,47.66389,-122.33692,1910,2,0,33300,1594733.625,69.2,0.21063517739522172,0.0,False
Retail,47.66185,-122.33594,1957,1,0,28808,9232576.0,226.73,0.6188446214794224,0.0,False
Office,47.66345,-122.3134,1957,1,7004,20962,1100499.75,7.67,1.00000022716952,0.0,True
Retail,47.66429,-122.31389,1950,1,0,26226,7588060.5,156.18,0.704985153979729,0.0,False
Other,47.6616,-122.31393,1976,2,15755,19193,1159807.125,8.09,0.9999998922234591,0.0,True
Office,47.6342,-122.32661,1998,3,9999,27640,6197824.5,43.21,0.9999999193265314,0.0,True
Other,47.60135,-122.33327,1900,1,0,21420,810636.875,9.72,0.8912338215554283,0.0,False
Office,47.6011,-122.33197,1900,1,0,20880,683274.0,4.76,1.0,0.0,False
Other,47.59938,-122.33197,1966,3,0,26000,1063035.875,18.62,0.7714330431228391,0.0,False
Office,47.59954,-122.33201,1900,3,0,38675,1938776.75,43.91,0.6602591040974677,0.0,False
Office,47.59986,-122.33195,1929,4,0,49951,5134446.0,185.33,0.4076231398674755,0.07441503912983018,False
Office,47.5195,-122.26935,2010,2,0,25880,1941728.75,19.81,0.9300063152487185,0.0,False
Worship Facility,47.66517,-122.31037,1927,3,0,41013,1080821.0,37.43,0.4005381094556823,0.0,False
Other,47.66453,-122.30999,2004,2,0,21075,1581036.75,53.88,0.4124255808728039,0.0,False
Worship Facility,47.67842,-122.31949,1950,3,0,46485,1544995.75,47.03,0.49138775948089175,0.0,False
Office,47.67819,-122.3231,1965,4,0,56896,1402048.5,28.46,0.7111900907850192,0.0,False
Worship Facility,47.67783,-122.32577,1978,2,0,27500,577123.125,14.79,0.5954864484073481,0.0,False
Office,47.59856,-122.33248,1930,2,0,36630,541943.3125,3.78,0.999999423371425,0.0,False
Office,47.59954,-122.33115,1900,3,0,26830,2099386.75,60.93,0.5220429251542147,0.0,False
Office,47.59971,-122.33065,1906,5,0,41920,1103594.75,7.69,1.0000002265324295,0.0,False
Office,47.60048,-122.33157,1905,5,0,36879,1537570.25,26.94,0.7713579265727859,0.0,False
Other,47.60055,-122.33057,1904,6,0,29820,1601955.625,35.72,0.6678056391231186,0.0,False
Office,47.60026,-122.3299,1905,2,0,33640,1078535.75,7.52,1.000000231795747,0.0,False
Warehouse,47.59986,-122.32987,1906,4,0,43484,1567040.75,10.92,1.0000001595363746,0.0,False
Other,47.599,-122.32717,1900,3,0,22480,981009.125,6.84,0.9999998725801863,0.0,False
Hospitality,47.5985,-122.32677,1925,4,0,33018,4857581.5,173.67,0.3762256999702424,0.0,False
Office,47.5962,-122.32548,1970,2,0,26510,987063.6875,11.18,0.9055129991295521,0.0,False
Warehouse,47.65429,-122.32618,1938,1,0,40028,942415.1875,6.76,0.9955261889282743,0.0,False
Office,47.65373,-122.32721,2007,3,18228,26282,2188051.25,15.25,0.9999998857430784,0.0,True
Worship Facility,47.71705,-122.28577,1954,1,0,21624,666687.5,20.96,0.46966082309927815,0.0,False
Office,47.59819,-122.32599,1993,3,0,21600,1539176.625,32.42,0.6945538170448762,0.0,False
Other,47.59769,-122.32537,1909,3,0,20620,747456.875,20.78,0.5486055633644416,0.0,False
Hospitality,47.59983,-122.32598,1910,5,0,40552,1200180.875,53.25,0.18950060339863356,0.0,False
Office,47.60105,-122.32542,1909,3,0,31432,1439572.375,10.04,0.9999997395059765,0.0,False
Retail,47.59935,-122.32468,1917,2,0,24550,977230.3125,6.73,0.09230270371908873,0.0,False
Other,47.60285,-122.31458,1908,3,0,25864,1028277.313,34.61,0.42163625951747513,0.0,False
Other,47.66192,-122.30998,1924,3,0,20686,1207504.0,42.71,0.38448568286316237,0.0,False
Education,47.6617,-122.31007,1929,3,0,22124,637685.0,4.45,1.0,0.0,False
Education,47.66289,-122.30863,1926,3,0,27487,1594504.875,65.95,0.25465334497644604,0.0,False
Education,47.66164,-122.30874,1926,4,0,23616,1656420.25,53.65,0.44911730582863857,0.0,False
Education,47.66238,-122.30801,1976,3,0,33448,998633.5,6.96,0.9999994993158151,0.0,False
Other,47.60153,-122.31986,2005,2,7120,22388,2217620.0,81.24,0.3571125801534979,0.0,True
Healthcare,47.60133,-122.31088,1987,2,0,74840,8268496.5,249.46,0.49719341357887736,0.0,False
Other,47.60133,-122.31088,1913,3,0,20992,2473302.0,104.74,0.23324769882529509,0.0,False
Education,47.6032,-122.30596,1925,2,0,22344,1522596.75,55.23,0.3648937251442314,0.0,False
Education,47.62531,-122.32303,1921,3,0,31900,2466100.0,96.2,0.30562953651514535,0.0,False
Other,47.68475,-122.38257,1950,2,0,29417,1631479.125,56.25,0.4038911622605039,0.0,False
Other,47.59737,-122.32487,1909,3,0,49299,4729846.5,9.23,0.2798805415778292,0.0,False
Retail,47.58217,-122.38479,1997,1,0,31841,13140574.0,404.21,0.4844015946335373,0.0,False
Other,47.627,-122.29153,1988,2,0,21036,2735811.5,78.36,0.530343556198956,0.0,False
Other,47.66272,-122.31798,1999,2,0,32928,5652231.0,39.4,0.9999998230787099,0.0,False
Warehouse,47.54761,-122.32759,1960,1,0,44476,1368120.5,29.7,0.6805716309345559,0.0,False
Office,47.54494,-122.32543,1969,1,0,35017,1295485.25,27.06,0.6982950983038981,0.0,False
Education,47.66281,-122.30819,1950,3,0,29084,1632498.625,60.83,0.34343979922188295,0.0,False
Worship Facility,47.58671,-122.30201,1963,2,0,22952,470666.6875,19.28,0.263196872202688,0.0,False
Warehouse,47.54443,-122.32688,1976,1,0,21040,592088.125,19.14,0.4506339322377053,0.0,False
Warehouse,47.54491,-122.32758,1951,2,0,28032,1321065.0,46.61,0.3864578957129286,0.0,False
Warehouse,47.54333,-122.32792,1974,1,0,25620,550324.1875,20.46,0.34515837085572404,0.0,False
Warehouse,47.59775,-122.32219,1992,3,0,33238,1632472.0,11.38,1.0,0.0,False
Education,47.60745,-122.32542,1912,4,0,27800,1181428.75,38.36,0.4473058574205173,0.0,False
Retail,47.54427,-122.38609,1998,1,0,33706,8687690.0,206.33,0.6363597227801636,0.0,False
Other,47.65532,-122.37133,1961,2,0,37600,2171751.5,93.55,0.2174507534586715,0.0,False
Education,47.70597,-122.36113,1954,1,0,42128,1709307.5,49.55,0.522747954946667,0.0,False
Other,47.61314,-122.32262,1912,3,0,33708,786324.0,19.61,0.7211861777079168,0.21173003278546756,False
Other,47.73368,-122.31366,1948,2,0,47237,5981430.0,41.7,1.0,0.0,False
Retail,47.68217,-122.31675,1997,1,38585,38000,13906080.0,364.27,0.5833439761600682,0.0,True
Worship Facility,47.66295,-122.31494,1938,3,0,26373,964236.0,38.18,0.2929552516188983,0.0,False
Other,47.62164,-122.31238,1947,2,0,21656,1607972.25,51.89,0.45164834156808364,0.0,False
Warehouse,47.63319,-122.36294,1921,3,0,23040,421430.0,2.94,1.0,0.0,False
Other,47.63286,-122.36141,1956,2,0,36771,5447076.5,37.97,0.9999999082076413,0.0,False
Warehouse,47.53104,-122.32784,1977,1,0,24024,375773.5938,2.62,0.9999984197931686,0.0,False
Warehouse,47.53326,-122.32579,1953,1,0,42420,965425.1875,29.39,0.49130684194004415,0.0,False
Warehouse,47.53379,-122.33063,1979,1,0,36982,374753.8125,6.88,0.7534386324622114,0.0,False
Warehouse,47.53651,-122.32954,1964,2,0,23400,439266.9063,3.06,1.000000213309946,0.0,False
Other,47.62518,-122.35317,1948,2,0,30720,1683064.25,67.15,0.2864103375732685,0.0,False
Warehouse,47.56626,-122.3244,1972,1,0,23232,127374.0,0.89,1.0,0.0,False
Warehouse,47.56501,-122.3248,1974,1,0,35046,1063269.125,17.65,0.7912991924786681,0.0,False
Other,47.56477,-122.32628,1961,1,0,25577,895784.6875,14.19,0.8078581941600782,0.0,False
Warehouse,47.56448,-122.32484,1974,1,0,43380,405062.0,2.82,1.0,0.0,False
Office,47.65576,-122.34208,1995,3,0,20410,2720238.25,77.84,0.5308946743911126,0.0,False
Office,47.70349,-122.33424,1983,3,6300,18396,624125.625,4.35,0.9999989985990401,0.0,True
Worship Facility,47.71479,-122.32824,2002,1,0,24955,689803.0,21.87,0.46390926104989394,0.0,False
Other,47.62342,-122.29688,1991,3,0,34074,8521989.0,286.33,0.4228812076617325,0.0,False
Worship Facility,47.71856,-122.32084,1961,2,0,76475,1765813.625,67.33,0.32463278790251715,0.0,False
Education,47.71923,-122.32171,1988,2,0,32961,1573155.0,62.94,0.28392561444994296,0.0,False
Other,47.6875,-122.35496,2004,1,14570,12806,1082920.125,26.67,0.6173400831386341,0.0,True
Education,47.62291,-122.28879,1950,1,0,109794,3296526.25,115.34,0.3927670832288989,0.0,False
Other,47.61796,-122.30847,1911,3,0,25200,1242666.25,53.02,0.22627797286680956,0.0,False
Retail,47.70941,-122.31707,1996,1,0,44755,11521140.0,338.58,0.5141513773810578,0.0,False
Other,47.61340332,-122.3203506,1907,2,0,22320,209644.9063,4.8,0.654850157931073,0.0,False
Other,47.6139,-122.32034,1912,3,0,24000,932083.5,9.09,0.9398342530470715,0.0,False
Office,47.61393,-122.31589,1920,3,0,23422,2701872.0,128.07,0.12372606844439707,0.0,False
Other,47.61554,-122.31098,1998,5,14625,38409,3392129.0,83.65,0.6166112786394621,0.0,True
Warehouse,47.61481,-122.31536,1920,2,0,23040,79711.79688,0.87,0.9138546971869492,0.0,False
Warehouse,47.61469,-122.31596,1958,2,0,61880,595936.5,4.15,1.0000008390155664,0.0,False
Office,47.61556,-122.32048,1925,2,0,27938,1027394.313,7.31,0.9969414732393989,0.0,False
Other,47.66386,-122.31715,1924,2,0,21600,1623657.0,11.32,1.0,0.0,False
Other,47.66506,-122.31656,1929,3,0,27908,2028125.625,63.22,0.47552577025399995,0.0,False
Education,47.62291,-122.28879,2000,2,0,30562,1622231.375,55.73,0.4065079804044599,0.0,False
Retail,47.59951,-122.32033,2000,3,0,54969,3724098.25,39.31,0.9222914567304985,0.0,False
Education,47.61395,-122.31253,1951,2,0,36825,1755072.75,51.14,0.5195015420300954,0.0,False
Office,47.61546,-122.31195,1958,3,0,25834,2076289.625,54.02,0.5872268422089717,0.0,False
Worship Facility,47.63193,-122.32126,1929,1,0,37700,3481727.5,150.23,0.21593504948333836,0.0,False
Other,47.61608,-122.30967,2004,6,0,97229,1021754.688,7.12,0.9999993266485507,0.0,False
Office,47.69898,-122.34162,1982,3,0,25111,954352.6875,24.97,0.5839340186276785,0.0,False
Worship Facility,47.64725,-122.39977,1953,2,0,31805,1641667.0,68.39,0.24814959428434633,0.0,False
Education,47.64725,-122.39977,1953,1,0,20811,1267348.5,43.97,0.39909780143346524,0.0,False
Warehouse,47.59393,-122.32211,1967,2,0,22058,1987334.75,66.43,0.42656427157025256,0.0,False
Other,47.56268,-122.32364,1970,1,0,22890,10005787.0,119.76,0.8916854816117913,0.0,False
Other,47.56166,-122.3237,1907,5,0,36000,1111293.75,43.04,0.3116871664220194,0.0,False
Warehouse,47.5616,-122.32603,1971,1,0,28320,4236396.5,67.96,0.8034243253670897,0.0,False
Worship Facility,47.67816,-122.28998,1955,1,0,29079,861643.6875,22.18,0.593189513733889,0.0,False
Office,47.63441,-122.28061,1982,3,9616,19232,726917.5,5.07,0.9999993121640351,0.0,True
Office,47.65564,-122.36191,1988,2,0,20535,1835804.0,38.71,0.6941154938108861,0.0,False
Other,47.65223,-122.36147,1985,2,0,43025,9393108.0,255.97,0.5604608187194271,0.0,False
Warehouse,47.54769,-122.3251,1965,1,0,30800,485971.0,3.39,1.0,0.0,False
Other,47.59901628,-122.3315077,1900,3,0,22168,1784385.25,49.44,0.550595786420001,0.0,False
Warehouse,47.59416,-122.3267,1922,1,0,37400,924192.6875,7.8,0.9681314428275002,0.0,False
Office,47.59666,-122.32768,2000,11,0,268130,15026352.0,106.86,0.9969673943482756,0.0,False
Office,47.59706,-122.32813,2000,11,0,68452,3782378.25,26.37,0.9999999339040192,0.0,False
Office,47.59634,-122.32807,2000,11,0,273185,14709151.0,102.54,0.9999998640302218,0.0,False
Education,47.66368,-122.27324,1924,3,0,97500,3736960.0,156.45,0.24370022692241822,0.0,False
Office,47.62495,-122.36036,1982,5,0,54015,3020001.5,21.05,0.9999998344371683,0.0,False
Other,47.60805,-122.33978,1985,13,0,42000,7798464.0,273.91,0.5580434813830005,0.3223095278762587,False
Other,47.71986,-122.29809,1965,1,0,24697,1295685.75,29.18,0.6629763428362163,0.0,False
Education,47.59677,-122.30172,2013,1,0,57468,3543985.5,89.8,0.601916119577803,0.0,False
Education,47.61808,-122.32175,2006,5,0,84000,12184124.0,441.94,0.3649444145512636,0.0,False
Retail,47.6087,-122.33884,1991,3,0,103000,5214621.5,81.18,0.8137012437048403,0.0,False
Retail,47.56137,-122.38524,2008,1,0,37864,8025696.0,176.75,0.6737860492099377,0.0,False
Retail,47.62256,-122.32092,1950,2,0,66497,9290214.0,72.02,0.983078430701381,0.0,False
Retail,47.62473,-122.34727,2006,4,0,34010,3560614.25,24.82,0.9999999297873955,0.0,False
Retail,47.62473,-122.34727,2006,4,0,45980,8305255.0,193.36,0.6464864715171298,0.0,False
Retail,47.61378771,-122.3214255,1996,3,0,45743,5313217.0,83.45,0.8107035718661594,0.0,False
Other,47.61674,-122.30207,1991,1,0,45000,3505497.0,137.66,0.2999985451421011,0.0,False
Other,47.59544,-122.33159,1999,6,0,333698,13730204.0,295.42,0.6847630960180927,0.0,False
Warehouse,47.55066,-122.31787,1904,4,0,72859,1498457.875,12.43,0.9713219332241823,0.0,False
Other,47.5823,-122.32937,2004,3,0,21947,1554599.25,37.83,0.6236919257487098,0.0,False
Office,47.60148,-122.33379,1985,6,0,73102,4307238.5,30.03,0.9999998839163422,0.0,False
Other,47.62256,-122.32092,1916,2,59401,81422,2762846.0,28.85,0.9247489726173663,0.0,True
Retail,47.71864,-122.312,2011,1,0,51400,11702959.0,303.69,0.5886688998910447,0.0,False
Office,47.64779,-122.33352,1993,1,0,26263,1634669.375,11.4,0.9999997705958124,0.0,False
Other,47.60668,-122.30242,1968,1,0,21400,5170809.5,158.6,0.4863066411555096,0.0,False
Retail,47.6239,-122.35756,2003,4,0,33997,8926736.0,94.63,0.9213473995422291,0.0,False
Other,47.60121,-122.33518,1902,6,0,74211,1357119.875,9.46,1.0000000921068228,0.0,False
Warehouse,47.51098,-122.27817,1988,2,0,45700,1544193.75,15.5,0.9335577222741641,0.0,False
Office,47.58995,-122.33472,2012,6,0,157345,11624548.0,92.07,0.9794426415547512,0.0,False
Education,47.65642,-122.31475,2012,5,0,136758,6275367.5,175.46,0.5450868016893035,0.0,False
Education,47.65599,-122.31385,2012,7,0,192259,8767617.0,191.97,0.6765497397981687,0.0,False
Other,47.53246,-122.33304,2012,2,0,137138,5475367.0,38.17,0.9999998173638406,0.0,False
Retail,47.62503,-122.35642,1918,3,0,43832,3886545.0,144.41,0.3457502743439224,0.0,False
Other,47.5596,-122.38459,1987,6,0,146363,11730555.0,325.94,0.548869256399207,0.0,False
Retail,47.57984,-122.38577,2011,1,0,67263,14697487.0,352.77,0.6308866951200569,0.0,False
Office,47.61156,-122.34401,1988,13,149326,204760,13458948.0,147.84,0.9130205421701607,0.0,True
Worship Facility,47.6709,-122.27054,2008,2,0,70292,1933811.625,57.59,0.5055978500491225,0.0,False
Education,47.61386,-122.32647,2014,2,0,35780,2912264.0,51.59,0.7671742671680865,0.0,False
Office,47.63449,-122.37661,2013,3,28217,76844,1363191.625,9.5,1.0000002750897181,0.0,True
Office,47.59666,-122.31253,2013,3,14989,47673,2502131.0,20.1,0.9770067994041879,0.0,True
Hospitality,47.66629,-122.3826,2013,4,22948,39433,3497215.5,24.38,0.9999998570291135,0.0,True
Healthcare,47.61885,-122.30341,2013,6,0,79805,7531325.0,184.81,0.6192351279489333,0.0,False
Education,47.73143,-122.32784,2014,2,0,48925,1662054.125,22.76,0.8329349683482781,0.0,False
Other,47.62082,-122.35251,1962,1,0,29000,2429214.0,54.98,0.6605877456658821,0.0,False
Office,47.58872,-122.33475,2014,7,146687,187027,4581493.0,42.2,0.9514573087855859,0.0,True
Other,47.5843,-122.32229,2014,2,0,56988,544172.375,16.13,0.5085373912999535,0.0,False
Education,47.54193,-122.32404,2007,2,0,149856,6335315.5,107.29,0.7840550324604986,0.0,False
Other,47.51377011,-122.3432804,2010,2,0,44162,1546484.875,38.13,0.6166468327082734,0.0,False
Office,47.61438,-122.32174,1912,2,0,64820,2274296.75,29.4,0.8709360377004453,0.0,False
Education,47.61699,-122.32083,1993,2,0,99765,3185005.25,74.3,0.6455166753649778,0.0,False
Healthcare,47.60898,-122.34213,1989,3,156000,41395,2737534.5,58.28,0.6896946869528037,0.0,True
Retail,47.67034,-122.3873,2010,8,0,41198,7768057.5,82.58,0.9206761149746896,0.0,False
Other,47.59523,-122.32334,2014,1,0,20993,923812.8125,10.8,0.8614613147076264,0.0,False
Other,47.5626,-122.29396,2009,0,0,40265,2159170.25,51.39,0.6352917283850127,0.0,False
Education,47.65395,-122.30584,1969,4,0,58779,5000717.0,25.93,0.7437367481503152,0.0,False
Education,47.65718,-122.31632,2011,0,0,176225,4926695.0,103.65,0.6951085869939179,0.0,False
Education,47.65577,-122.3153,1953,0,0,166991,15965859.0,437.2,0.5575978718088391,0.0,False
Education,47.65447,-122.31733,1970,0,0,89392,6960904.5,48.53,0.9999999281702543,0.0,False
Education,47.65176,-122.30756,2011,0,0,97040,3894142.5,62.41,0.8037261091498321,0.0,False
Other,47.57054,-122.29139,2014,4,14004,87576,940844.6875,9.91,0.9227474114849589,0.0,True
Other,47.66414,-122.31664,2014,3,0,33648,1399581.625,9.76,1.000000267937213,0.0,False
Office,47.61371,-122.31774,2015,5,0,37873,2346692.5,65.01,0.5506281713518069,0.0,False
Hospitality,47.61665,-122.33261,2015,14,0,144614,5525072.5,50.32,0.9536902909418836,0.0,False
Office,47.62146,-122.33976,2014,12,163260,317442,12720069.0,147.14,0.9003856818701219,0.0,True
Other,47.66144,-122.38723,2014,2,0,25532,627854.125,4.38,0.9999998009091682,0.0,False
Other,47.58542,-122.32185,2015,2,0,108036,4991893.5,91.98,0.7517259733205446,0.0,False
Office,47.62263,-122.33976,2015,12,166208,317189,13998638.0,202.12,0.8381542547210664,0.0,True
Office,47.62251,-122.3339,2014,13,197659,339038,13239050.0,245.16,0.7497342331964907,0.0,True
Hospitality,47.65476,-122.34732,2014,4,41539,85284,6042399.5,131.02,0.6811234510396077,0.0,True
Warehouse,47.54425,-122.31776,1955,1,4222,47863,3605855.5,157.7,0.20322583642078834,0.0,True
Office,47.53161,-122.29944,1929,2,0,24990,4420650.5,134.8,0.4902059097411116,0.0,False
Education,47.58831,-122.3065,2015,3,0,45000,1325972.75,9.24,1.0000001885408278,0.0,False
Education,47.66127,-122.31256,1962,1,0,68072,3180819.25,22.17,0.9999999214038962,0.0,False
Other,47.70541,-122.32232,2005,1,0,20616,636965.5,4.44,0.9999999813176694,0.0,False
Other,47.59905,-122.29787,2013,1,0,11685,851053.8125,29.18,0.4080690420501465,0.0,False
Other,47.6933,-122.37717,2010,1,0,11968,783423.0,23.0,0.5147195255947298,0.0,False
Other,47.72126,-122.29735,1949,1,0,11285,645665.375,14.37,0.6687603838133647,0.0,False
Other,47.67295,-122.39228,1911,1,0,16795,936616.5,24.73,0.5788221604039647,0.0,False
Other,47.67734,-122.37624,1972,1,0,12769,5117308.5,216.18,0.23550921583093923,0.0,False
Other,47.63228,-122.31574,1912,1,0,23445,5976246.0,259.22,0.21098024411980365,0.0,False
Other,47.60775,-122.30225,1994,1,0,20050,1813404.0,60.81,0.42431420406043,0.0,False
Other,47.54067,-122.37441,1982,1,0,18261,932082.125,20.33,0.6784402255327019,0.0,False
Other,47.59625,-122.32283,2004,1,0,16000,950276.1875,32.17,0.4172955791339347,0.0,False
Other,47.63644,-122.35784,1974,1,0,13157,5765898.0,223.54,0.3108204061188734,0.0,False
Other,47.52832,-122.32431,1989,1,0,14101,719471.1875,22.11,0.4848980502085776,0.0,False
Other,47.53939,-122.29536,1938,1,0,18258,1152896.25,41.27,0.3751892223606417,0.0,False
