PrimaryPropertyType,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),SiteEnergyUse(kBtu),TotalGHGEmissions,pct_electricity,pct_steam,has_parking
Warehouse,47.552,-122.32262,1985,1,0,37500,1811506.375,13.16,0.9935918663272714,0.0,False
Office,47.60132,-122.30477,1990,2,0,39000,2615247.75,33.92,0.8699649966241249,0.0,False
Other,47.56018,-122.38716,1924,1,0,22180,5089083.0,147.0,0.5250291653722291,0.0,False
Warehouse,47.58513,-122.30645,1969,1,0,25920,1219744.75,12.48,0.9292772114821564,0.0,False
Other,47.58528,-122.30595,1953,1,0,25480,741287.1875,5.17,0.9999997470615934,0.0,False
Warehouse,47.58482,-122.30501,1970,2,0,31000,2301043.75,19.93,0.9633958502527386,0.0,False
Office,47.58528,-122.305,1961,1,0,29740,1467060.25,19.82,0.8583117155549679,0.0,False
Warehouse,47.58607,-122.30445,1954,1,0,23236,433871.0,13.02,0.5008262824664474,0.0,False
Office,47.58579,-122.3034,2009,3,0,38075,1921801.25,19.04,0.9363153447839624,0.0,False
Office,47.5859,-122.29957,1970,2,0,39170,2130673.75,63.06,0.5096204897629212,0.0,False
Other,47.58476,-122.29765,1977,1,0,36070,1441665.375,10.05,0.99999973988416,0.0,False
Other,47.56979,-122.29234,1963,2,0,20047,117438.3984,0.82,0.9999966075831633,0.0,False
Retail,47.57403,-122.3336,1914,1,0,20000,557863.6875,3.89,1.0000005601726856,0.0,False
Warehouse,47.5741,-122.32541,1955,2,0,32400,248616.0,1.73,1.0,0.0,False
Retail,47.63776,-122.35606,1962,1,0,25159,8905287.0,247.85,0.5478639823736169,0.0,False
Other,47.63629,-122.35922,1948,1,0,27247,2332996.5,83.1,0.37904600371239305,0.0,False
Warehouse,47.56489,-122.3409,1955,1,0,26680,243518.2031,1.7,0.9999991659761059,0.0,False
Warehouse,47.56447,-122.35335,1953,1,0,31521,1788148.0,61.71,0.40317971443079653,0.0,False
Warehouse,47.56982,-122.33479,1951,1,0,24000,1257033.5,46.64,0.34700188976666096,0.0,False
Other,47.56487,-122.34181,1952,1,0,21900,1333637.625,65.65,0.08412105199866418,0.0,False
Warehouse,47.56897,-122.33617,1961,1,0,38005,752093.625,10.75,0.8412622830036619,0.0,False
Warehouse,47.5678,-122.33622,1998,1,0,35579,1096646.25,39.05,0.37938122708211514,0.0,False
Warehouse,47.57382,-122.32672,1975,1,0,49950,238969.7031,1.67,1.0000012424169096,0.0,False
Worship Facility,47.63927,-122.4032,1947,2,0,22612,731321.8125,31.6,0.21457038107967005,0.0,False
Other,47.72599,-122.29314,1976,2,0,38787,3204685.5,67.52,0.6944278931583145,0.0,False
Other,47.72356,-122.29378,1988,2,0,50368,753275.1875,28.58,0.3288200701553043,0.0,False
Warehouse,47.55302,-122.33605,1938,1,0,30545,1577040.875,61.53,0.30549683755026324,0.0,False
Education,47.63111,-122.35814,1922,3,0,32691,971990.3125,29.82,0.48609640849686964,0.0,False
Worship Facility,47.63159,-122.35839,1963,2,0,24227,1086678.125,47.59,0.20189326991375667,0.0,False
Warehouse,47.54365,-122.30785,1956,1,0,27000,651293.3125,18.85,0.5237885810473449,0.0,False
Office,47.64243,-122.32618,1957,2,0,21183,361542.0938,2.52,0.9999997405557981,0.0,False
Office,47.64428,-122.32627,1961,3,3834,25558,755618.1875,6.18,0.9738900044673686,0.0,True
Office,47.6465,-122.3252,1985,5,55504,82234,4704936.5,32.8,0.9999998937286401,0.0,True
Education,47.65014,-122.34424,1988,3,0,21118,1361427.75,39.5,0.5222010495966459,0.0,False
Office,47.64868,-122.34254,2013,5,79284,126842,4489661.0,72.26,0.8021703643103566,0.0,True
Office,47.64866,-122.34509,1900,2,0,20500,1326178.125,11.27,0.9669387360766488,0.0,False
Worship Facility,47.67485,-122.29284,1930,2,0,25521,605186.3125,15.47,0.5971450320929061,0.0,False
Education,47.67485,-122.29284,1986,1,0,23190,1705515.25,68.14,0.2851431554188683,0.0,False
Office,47.68602,-122.35674,1960,1,0,20678,770333.0,32.63,0.23303817959246195,0.0,False
Education,47.68642,-122.35707,1922,3,0,28820,2595783.5,106.45,0.262254922261429,0.0,False
Education,47.63796,-122.34897,1925,1,0,48789,1298307.625,29.41,0.6601994654387091,0.0,False
Healthcare,47.55387,-122.27875,1966,2,7233,41649,6782435.0,235.26,0.3993042321820998,0.0,True
Warehouse,47.55374,-122.32498,1977,1,0,22320,439065.9063,3.06,1.0000002134075971,0.0,False
Other,47.55297,-122.32472,1976,1,0,47105,10234721.0,348.22,0.4136751749266052,0.0,False
Office,47.55316,-122.32616,1982,2,0,40029,1471914.25,10.26,0.9999998301531492,0.0,False
Office,47.55196,-122.32518,1970,2,0,28304,1269367.5,8.85,0.9999996061030395,0.0,False
Other,47.55168,-122.32459,1970,1,0,26400,452612.5,3.16,0.9999988953022729,0.0,False
Warehouse,47.55049,-122.32382,1968,1,0,27680,1778431.75,64.81,0.3612283687580364,0.0,False
Office,47.55145,-122.32635,1969,2,0,25872,1787119.0,45.79,0.5957773377150598,0.0,False
Office,47.55127,-122.32576,1969,2,0,25872,2399353.5,81.96,0.4107177204192713,0.0,False
Warehouse,47.55127,-122.32576,1969,1,0,20500,222600.0938,1.55,0.9999995786165298,0.0,False
Office,47.6557,-122.34682,1958,2,0,21436,534703.6875,3.73,1.0000005844358424,0.0,False
Other,47.65205,-122.3218,1998,1,0,20233,630250.125,18.16,0.5267226246087615,0.0,False
Office,47.65178,-122.351,2006,4,12400,27526,1010967.688,14.49,0.840436356260676,0.0,True
Office,47.64904,-122.34609,1985,3,8110,23307,1126157.25,28.09,0.6104582641544953,0.0,True
Other,47.61179,-122.3404,1928,6,0,46580,710275.375,4.95,0.999999472035758,0.0,False
Retail,47.61165,-122.34011,1916,2,0,25920,478690.0938,3.34,0.9999998040485876,0.0,False
Retail,47.61236,-122.34144,1919,2,0,25920,1011667.5,13.71,0.8574437747580109,0.0,False
Hospitality,47.61203,-122.34165,1910,8,0,61721,2897079.75,36.92,0.8748782286714751,0.0,False
Office,47.61297,-122.34324,1919,2,0,25920,1793851.375,46.48,0.5895371348699388,0.0,False
Office,47.61098,-122.32766,1925,4,0,39760,2478960.0,149.91,0.20662898957627393,0.701754263884855,False
Other,47.61109,-122.32721,1920,3,0,30971,2823184.0,94.85,0.4656345459594557,0.08181871847531014,False
Office,47.61063,-122.32741,1946,3,0,22667,3767135.0,148.55,0.5235525140458199,0.43516926656464394,False
Warehouse,47.64965,-122.34913,1927,2,0,33840,2227638.25,60.88,0.5587491595639462,0.0,False
Office,47.65114,-122.34954,2001,5,6010,27730,1291405.25,9.0,0.9999998064124332,0.0,True
Retail,47.65115,-122.35024,1911,2,0,20516,1021796.625,42.04,0.25933144964145877,0.0,False
Retail,47.65019,-122.35013,1906,3,0,27480,1215156.25,8.47,0.9999997942651409,0.0,False
Other,47.65061,-122.35159,1947,1,0,46958,1818867.875,30.32,0.7898033825024261,0.0,False
Warehouse,47.65214,-122.356,1984,1,0,26532,1934224.25,66.53,0.40563290425089027,0.0,False
Office,47.65186,-122.35531,1981,2,0,22388,576405.125,9.46,0.7953416444727135,0.0,False
Other,47.65138,-122.35565,1969,1,0,30730,3050455.25,73.52,0.6287592647031948,0.0,False
Office,47.65297,-122.35839,1986,2,0,35600,2173143.75,18.34,0.9682300123956366,0.0,False
Worship Facility,47.64905,-122.36055,1949,3,0,62000,1799664.125,82.34,0.15945475381413185,0.0,False
Office,47.64805,-122.35534,1981,2,0,23600,776248.6875,5.41,1.0000004025771703,0.0,False
Office,47.64976,-122.35684,1986,3,0,40067,2303732.75,16.06,0.9999996744414038,0.0,False
Office,47.64976,-122.35684,1989,3,6922,19497,1074989.0,7.49,1.0,0.0,True
Office,47.64976,-122.35684,1979,3,0,25262,1469556.25,23.85,0.7993392563231247,0.0,False
Other,47.64975,-122.35289,1996,3,0,53103,4877959.0,38.12,0.9817380588889738,0.0,False
Office,47.64901,-122.35516,1980,3,0,34106,1619177.125,11.29,0.9999999228002928,0.0,False
Office,47.64934,-122.35592,1980,3,0,34545,2313978.75,16.13,1.0000001080390215,0.0,False
Office,47.64865,-122.35435,1980,3,0,70296,2782066.5,19.39,0.9999998202774808,0.0,False
Office,47.59979,-122.33339,1902,4,0,27838,1217509.125,8.49,0.999999897331365,0.0,False
Warehouse,47.55105,-122.34695,1971,2,0,28368,1856230.625,30.02,0.8006171108183284,0.0,False
Other,47.72471,-122.3412,1964,2,0,92080,5155090.5,127.1,0.6167389301894894,0.0,False
Other,47.72288,-122.34065,1961,1,0,20236,1965182.25,49.58,0.6042309816303297,0.0,False
Office,47.72004,-122.34418,1951,2,0,39815,2050600.75,40.22,0.7260365041805432,0.0,False
Other,47.72299,-122.34293,1970,4,0,25557,2280352.5,15.9,0.9999997807356538,0.0,False
Other,47.72134,-122.34102,1958,2,0,26994,3076813.25,122.73,0.2865503780575568,0.0,False
Warehouse,47.72183,-122.34328,1972,1,0,48112,1485945.875,10.36,1.0000000841215027,0.0,False
Other,47.72065,-122.34318,2009,1,0,20909,1208029.25,32.86,0.5615849119547395,0.0,False
Office,47.73387,-122.34722,2001,2,16518,26275,1772188.5,12.35,0.99999971786297,0.0,True
Other,47.72644,-122.34338,2007,2,0,45000,5912066.0,176.79,0.5029828828027292,0.0,False
Retail,47.72337,-122.34373,1998,1,0,26115,1689372.625,36.74,0.6797493832954704,0.0,False
Worship Facility,47.6702,-122.32066,1949,1,0,26033,1149140.25,45.33,0.29615445112117517,0.0,False
Education,47.64344,-122.3509,2007,4,0,48660,1881516.125,61.98,0.4371522460377532,0.0,False
Healthcare,47.6441,-122.34795,1970,2,0,46539,5400049.5,180.38,0.4271360845858913,0.0,False
Education,47.61283,-122.34392,1909,4,0,29796,2233262.0,79.58,0.3787338879182111,0.0,False
Retail,47.6123,-122.34395,1920,2,0,26400,983595.875,17.12,0.7738574544143956,0.0,False
Office,47.61185,-122.3434,1918,3,0,38148,1262255.75,8.8,0.999999405825642,0.0,False
Other,47.62231,-122.34145,1928,2,0,28800,456953.0,12.77,0.5455944046761921,0.0,False
Worship Facility,47.62232,-122.36101,1955,5,0,31945,1806468.0,12.59,1.0,0.0,False
Office,47.6189,-122.35713,1985,5,33055,52908,4480961.0,31.24,0.9999997768335854,0.0,True
Retail,47.60683,-122.33771,1900,4,0,34680,1169948.875,26.38,0.6624135605925515,0.0,False
Worship Facility,47.60867,-122.33265,1968,3,34510,40548,5587347.0,247.97,0.18919659008112438,0.0,True
Retail,47.61103,-122.33549,1915,1,0,36504,2100982.75,20.76,0.9369391538317009,0.0,False
Office,47.61091,-122.33667,1907,6,0,35200,2998208.25,20.9,0.999999916616866,0.0,False
Office,47.60961,-122.33566,1907,5,0,35840,1538750.625,48.35,0.4700176807401784,0.0,False
Other,47.60985,-122.33527,1941,2,0,25920,1333432.125,9.3,0.9999999062569458,0.0,False
Office,47.60952,-122.33558,1928,4,0,30525,2883139.0,73.61,0.7356932842988146,0.2643066506679005,False
Other,47.61186,-122.32857,1964,4,0,49243,8476183.0,101.34,0.89198026989271,0.0,False
Other,47.6097,-122.325,1912,3,0,20411,2014475.875,71.23,0.3846871583905168,0.0,False
Office,47.61065,-122.32125,1962,2,10285,20570,2946756.25,85.55,0.5218578903497701,0.0,True
Office,47.61194,-122.32177,1910,3,0,73549,2828950.5,107.45,0.3278887347092146,0.0,False
Office,47.60865416,-122.3205904,1963,3,0,39115,3735308.5,60.04,0.8026967518211682,0.0,False
Other,47.60901,-122.32994,1916,3,0,38038,1107290.625,55.61,0.3840391947687627,0.6159608052312373,False
Worship Facility,47.60821,-122.3296,1962,3,0,37796,2465983.5,123.41,0.35841196828770344,0.559418889055827,False
Office,47.66256,-122.36483,1993,1,0,27744,5355753.0,37.34,0.999999813284892,0.0,False
Warehouse,47.66388,-122.36831,1960,1,0,36444,161311.0938,1.12,0.9999994185148845,0.0,False
Warehouse,47.65907,-122.36783,1950,1,0,27553,966677.125,31.61,0.44233176615201275,0.0,False
Warehouse,47.6583,-122.36638,1951,1,0,57310,1253745.5,34.87,0.5482835232509309,0.0,False
Other,47.62296,-122.33884,1920,2,0,25920,989079.5,16.57,0.7879295850333567,0.0,False
Other,47.62354,-122.33808,1919,3,0,40686,2106073.5,73.0,0.39981130763005185,0.0,False
Retail,47.62399,-122.33804,1964,2,0,45271,2553763.5,82.72,0.44908348012648786,0.0,False
Office,47.62437,-122.33802,1920,3,12180,16200,1372213.375,35.77,0.5861428074187077,0.0,True
Office,47.62353,-122.33622,1926,3,0,26176,966907.375,32.09,0.431822127740002,0.0,False
Office,47.62799,-122.33132,1926,1,0,37740,7442314.5,73.48,0.9371005484920047,0.0,False
Other,47.62208,-122.35398,1961,1,0,26000,5277482.5,184.09,0.6025018557617198,0.3974981916093516,False
Worship Facility,47.61876,-122.3534,2009,3,0,23241,739210.5,20.64,0.5457971714416935,0.0,False
Other,47.61974,-122.3511,1962,1,0,155795,17673018.0,255.83,0.8373528505431274,0.0,False
Other,47.62208,-122.35398,2002,1,0,21018,1761137.5,24.62,0.9001892242939578,0.09981049179862447,False
Other,47.62208,-122.35398,1998,1,0,30533,5903015.0,192.12,0.44569021084987925,0.0,False
Other,47.62082,-122.35251,1992,2,0,40600,2485521.0,41.06,0.6073229717230311,0.05548132564560911,False
Office,47.62055,-122.33881,1999,4,0,38038,2003807.75,13.97,0.9999996257125965,0.0,False
Office,47.62028,-122.33717,2007,4,24596,40000,2524228.25,77.8,0.48311241267504235,0.0,True
Office,47.62038,-122.33759,1928,3,6062,35404,9190442.0,234.03,0.5991756435653476,0.0,True
Office,47.62004,-122.33807,2013,6,100800,29910,7429423.0,86.51,0.8987323780056675,0.0,True
Office,47.62054,-122.33807,1926,4,0,35780,1912760.75,13.33,0.9999996078965966,0.0,False
Other,47.6223,-122.35653,1964,4,7308,17824,564754.1875,3.94,0.9999996679971497,0.0,True
Other,47.60192,-122.33282,1966,1,0,49680,2844685.0,119.34,0.4605448406414067,0.5018938828024896,False
Other,47.60219,-122.3313,1962,1,0,36314,1832808.75,44.33,0.6058629957981159,0.11165922249116281,False
Other,47.60849,-122.33924,1916,2,0,25920,1257774.625,8.77,0.9999995030906272,0.0,False
Office,47.60994,-122.33997,1919,4,0,47686,2071670.25,77.48,0.5666809184521523,0.433318960872272,False
Other,47.60805,-122.33978,1900,2,0,49280,5437110.5,98.28,0.759318023792233,0.0,False
Other,47.60918,-122.34079,1942,4,0,45500,3778355.0,26.34,1.0,0.0,False
Other,47.60895,-122.34052,1912,2,0,25380,6901554.0,218.79,0.4639936165101367,0.0,False
Office,47.60836,-122.34157,1915,6,0,40715,2827772.75,44.89,0.8070471716654034,0.0,False
Other,47.61113,-122.34556,1990,4,34800,47265,1717130.875,11.97,1.0000000727958491,0.0,True
Office,47.61041,-122.34214,1910,4,0,36160,1862176.875,12.98,1.0000000671257396,0.0,False
Other,47.61014,-122.34251,1918,1,0,34617,5136604.5,143.34,0.5462731265371901,0.0,False
Office,47.6123,-122.34611,1909,5,0,66900,1634178.25,14.13,0.963738808786618,0.0,False
Other,47.61252,-122.34565,1910,3,0,29340,2160420.0,75.99,0.38873552364817954,0.0,False
Other,47.61341,-122.34597,1930,2,0,22710,287763.5,2.01,0.9999982624620565,0.0,False
Office,47.6367,-122.3285,2000,3,13540,36959,3205182.5,22.46,0.9992454407822331,0.0,True
Office,47.63616,-122.32718,1964,5,9605,44860,3600571.25,41.22,0.902967827674567,0.0,True
Education,47.63239,-122.32072,1930,2,0,45960,4167253.75,182.81,0.20028489985761005,0.0,False
Office,47.61992,-122.34539,1959,2,0,21128,436604.0938,3.04,0.9999997851600539,0.0,False
Other,47.61893,-122.34473,2008,4,0,274442,9155568.0,220.26,0.6296701635551175,0.0,False
Office,47.61952,-122.34462,2013,3,0,51552,1539066.375,10.73,0.9999997563457911,0.0,False
Hospitality,47.62014,-122.34456,1959,4,0,38520,2804534.0,75.25,0.5695345465592502,0.0,False
Hospitality,47.62174,-122.34417,1961,3,4256,24930,867184.375,30.22,0.3958027956857502,0.0,True
Worship Facility,47.6201,-122.34071,1960,1,0,27338,581289.0,4.05,1.0,0.0,False
Other,47.64132,-122.31644,1999,2,65640,20110,2045592.0,77.76,0.32724658680714436,0.0,True
Other,47.6224,-122.36248,1962,2,0,34416,12015936.0,422.45,0.38909994194376535,0.0,False
Office,47.61954,-122.35847,1930,3,0,45864,2590622.0,115.43,0.18541879131729755,0.0,False
Education,47.72726,-122.32835,1999,2,0,49252,3485865.5,104.91,0.49879979591868934,0.0,False
Office,47.63245,-122.32529,1987,3,0,33176,1426279.5,35.96,0.6046788164591863,0.0,False
Retail,47.63246,-122.32658,1993,3,3764,21430,1878742.875,55.95,0.505672709470688,0.0,True
Other,47.64033,-122.29135,1927,3,0,31191,5876439.0,167.98,0.5315555900435621,0.0,False
Other,47.72039,-122.29729,1947,1,0,37377,3040978.0,111.73,0.35476909073331014,0.0,False
Warehouse,47.53906,-122.32031,1977,1,0,29380,856088.625,5.97,1.0000004380387604,0.0,False
Worship Facility,47.60321889,-122.3205567,1922,2,0,22688,331675.0,7.07,0.6893133338358333,0.0,False
Other,47.56028,-122.28914,1962,2,0,22364,1467029.75,54.44,0.346870947913633,0.0,False
Office,47.54693,-122.28718,1982,2,0,41262,1903455.875,13.27,0.9999995403098062,0.0,False
Office,47.62038,-122.34668,1953,2,0,43183,7408342.0,92.45,0.8806117482157276,0.0,False
Worship Facility,47.68566,-122.31849,1908,3,0,45680,2077039.375,86.81,0.24522982382074485,0.0,False
Worship Facility,47.53439,-122.37699,1957,1,0,23562,531737.1875,3.71,0.9999996473821948,0.0,False
Office,47.65804,-122.36537,1999,4,0,28844,910718.6875,6.35,0.9999992451016879,0.0,False
Warehouse,47.56067,-122.32646,1989,1,0,21101,675772.875,27.97,0.25410312599481,0.0,False
Other,47.56067,-122.32705,1914,2,0,45594,1351267.875,9.42,1.0000000925057142,0.0,False
Other,47.55013,-122.33044,1950,1,0,26660,2241280.5,15.62,0.9999997769132423,0.0,False
Warehouse,47.56056,-122.32593,1975,1,0,28126,870625.8125,18.63,0.6872872265086902,0.0,False
Warehouse,47.54813,-122.32553,1964,1,0,35000,378714.4063,2.64,0.9999989271599041,0.0,False
Warehouse,47.54948,-122.32536,1962,1,0,26150,1208407.625,26.55,0.6748616800560159,0.0,False
Office,47.54974,-122.3261,1967,2,0,24000,1088556.25,7.59,0.999999770338005,0.0,False
Education,47.64132,-122.31644,1968,5,0,43594,2478045.5,73.26,0.5103748095020855,0.0,False
Warehouse,47.65791,-122.34274,1912,1,0,28080,794724.625,18.54,0.6455217113726657,0.0,False
Healthcare,47.72618,-122.35642,1954,2,0,51298,5655578.0,203.73,0.3703612610417538,0.0,False
Worship Facility,47.72558,-122.3578,1962,1,0,22047,265774.9063,1.85,1.0000003525539762,0.0,False
Warehouse,47.5213,-122.32182,1979,1,0,31600,3363535.5,103.28,0.48559202065802487,0.0,False
Warehouse,47.52024,-122.32137,2007,1,0,35289,876425.0,23.9,0.5600285249736144,0.0,False
Warehouse,47.51899,-122.321,1981,1,0,28920,1750419.0,80.09,0.15941554564935595,0.0,False
Warehouse,47.5193,-122.3213,1978,1,0,22176,736428.625,32.77,0.18666982153226322,0.0,False
Office,47.70079,-122.32714,1974,3,0,39927,3568419.5,24.88,0.999999859881945,0.0,False
Other,47.69883,-122.32479,1979,1,0,30610,4294550.0,135.81,0.46570350793447507,0.0,False
Office,47.70007,-122.32533,1980,2,6350,20580,1002995.0,6.99,1.0,0.0,True
Office,47.70087,-122.32379,1968,2,0,38745,2890379.0,49.62,0.7789905752844177,0.0,False
Other,47.66353,-122.29505,1959,2,0,20296,855665.125,5.97,0.9999998539148127,0.0,False
Other,47.66246,-122.29342,1945,2,0,22135,1261634.5,27.41,0.6801486484397818,0.0,False
Office,47.66183,-122.29264,1967,3,0,38378,1645605.125,53.73,0.44337489529877344,0.0,False
Warehouse,47.66294,-122.29521,1980,2,0,33576,1275231.75,49.73,0.3059240016569537,0.0,False
Retail,47.66205,-122.29545,1975,1,0,33005,10642754.0,225.67,0.6915205406420181,0.0,False
Other,47.61074,-122.32259,1981,1,0,20971,729397.1875,5.08,0.9999997429384111,0.0,False
Office,47.63981,-122.39907,1927,3,0,23910,873577.3125,15.11,0.7763102249750792,0.0,False
Worship Facility,47.67477,-122.38241,1910,2,0,21765,431390.4063,17.38,0.27798949222946595,0.0,False
Worship Facility,47.6101,-122.30838,1901,2,0,26560,1751483.875,64.88,0.34826640924684504,0.0,False
Warehouse,47.65022,-122.34174,1957,2,0,20140,116486.6016,0.81,1.0000034201358314,0.0,False
Retail,47.53846,-122.28305,1992,2,0,38845,6917280.0,215.56,0.47569651654985773,0.0,False
Retail,47.53747,-122.28308,1953,1,0,26092,7619445.0,173.75,0.6568713338044962,0.0,False
Office,47.55045,-122.32749,1967,1,0,25500,1213869.75,55.3,0.16373091099765852,0.0,False
Warehouse,47.5478,-122.32307,1961,1,0,41895,1242311.5,25.09,0.7133653677036718,0.0,False
Retail,47.54912,-122.32184,1958,2,0,56193,2497942.75,46.9,0.7441923959226047,0.0,False
Education,47.6712,-122.37568,1922,3,0,35448,1379932.5,60.34,0.20330632114251965,0.0,False
Retail,47.66986,-122.37418,1966,1,0,29214,9336239.0,208.53,0.6670010268588883,0.0,False
Retail,47.66828,-122.37428,2000,1,43035,46068,14029480.0,384.85,0.5565437920721225,0.0,True
Other,47.66621,-122.37502,1961,1,0,32000,1331122.125,45.38,0.41215677336893486,0.0,False
Other,47.66389,-122.37307,1910,2,0,31140,935580.3125,38.86,0.2507673546198098,0.0,False
Warehouse,47.6644,-122.37246,1975,3,0,41478,3035962.25,78.22,0.5926895171374413,0.0,False
Warehouse,47.66411,-122.37185,1980,1,0,39840,752104.0,5.24,1.0,0.0,False
Other,47.66984,-122.3842,2004,1,15576,15000,1533245.75,38.52,0.6065811693917952,0.0,True
Other,47.66894,-122.38242,1924,2,0,21528,306911.0938,6.61,0.6839570293825593,0.0,False
Other,47.66908,-122.38627,1928,2,0,30000,1094940.75,13.14,0.8909714977728247,0.0,False
Other,47.67482,-122.37316,1942,2,0,30087,5274642.0,36.77,0.9999998104136736,0.0,False
Worship Facility,47.66327,-122.37439,1975,1,0,40445,786253.6875,29.24,0.3449510053967155,0.0,False
Retail,47.66318,-122.37283,1996,1,0,23500,1137967.5,13.29,0.8979896174539256,0.0,False
Retail,47.67518,-122.36549,1967,1,0,22420,1404253.75,31.79,0.6604376167768824,0.0,False
Retail,47.64909,-122.37788,1961,1,0,25842,8518313.0,237.54,0.5467041420055826,0.0,False
Office,47.65018,-122.37787,1992,3,0,26389,1208035.375,8.42,0.9999996895786268,0.0,False
Office,47.65252,-122.37587,1982,3,0,25859,858780.625,14.9,0.7751770133379523,0.0,False
Warehouse,47.66238,-122.38831,1974,1,0,25600,1730600.625,34.26,0.7220666524375027,0.0,False
Other,47.66126,-122.38751,1965,1,0,23169,222255.9063,1.55,1.0000004215860967,0.0,False
Office,47.66106,-122.38576,2008,4,8399,33385,1294615.25,9.03,0.9999998068924338,0.0,True
Warehouse,47.66206,-122.38948,1960,1,0,56884,1388345.125,37.49,0.5657555789667212,0.0,False
Retail,47.6917,-122.37617,1989,1,0,32810,2017967.75,46.44,0.652274051455976,0.0,False
Other,47.64455,-122.37581,1980,3,0,30989,97690.39844,0.68,0.9999959214006047,0.0,False
Other,47.64418,-122.37587,1915,3,0,39952,57133.19922,0.4,0.9999965130606596,0.0,False
Office,47.65504,-122.37402,1961,2,0,20022,657385.8125,4.58,1.0000002852206367,0.0,False
Warehouse,47.65563,-122.37194,1960,2,0,36498,520011.8125,14.81,0.5338878720182919,0.0,False
Warehouse,47.66161,-122.39075,1968,1,0,35946,469499.8125,11.08,0.639529541878145,0.0,False
Office,47.66006,-122.38631,2007,4,5680,24472,845044.125,5.94,0.9988448828041968,0.0,True
Office,47.65881,-122.38382,1979,4,0,22365,727385.8125,5.07,1.0000002577724183,0.0,False
Office,47.65801,-122.3839,1994,4,0,30172,904059.875,6.3,1.0000001382651784,0.0,False
Warehouse,47.66353,-122.38064,1927,4,0,42500,241478.5938,1.68,0.9999975409828645,0.0,False
Office,47.66691,-122.38416,1901,4,0,23032,1121537.75,7.82,0.9999993312752959,0.0,False
Other,47.66646,-122.38263,1900,3,4914,40836,7240274.0,303.81,0.24164955635656882,0.0,True
Office,47.66497,-122.38047,1968,2,0,23500,1686405.0,34.52,0.7074125136014184,0.0,False
Office,47.66431,-122.37988,1966,1,0,22282,579888.3125,16.67,0.5282017129807216,0.0,False
Other,47.66351,-122.37961,1902,2,0,24000,502898.6875,17.39,0.40166937202436026,0.0,False
Other,47.66852,-122.38175,1909,3,0,27085,1995131.75,60.67,0.4920166299794487,0.0,False
Other,47.70544,-122.2918,1996,2,0,29258,8086943.5,309.14,0.3225671108002671,0.0,False
Office,47.719,-122.29966,1931,2,0,37500,2235765.5,44.26,0.7220148982529697,0.0,False
Education,47.73143,-122.32784,1930,3,0,23983,1164364.75,33.28,0.5316186358269606,0.0,False
Warehouse,47.55832,-122.35239,1980,1,0,24100,809870.8125,30.49,0.3352497655297338,0.0,False
Education,47.66665,-122.31818,2004,2,0,31343,3846501.25,128.66,0.426136609210773,0.0,False
Other,47.68582,-122.33709,1996,3,22850,33062,2450442.75,17.08,1.0000001020223794,0.0,True
Other,47.65843,-122.38435,1957,2,0,20294,1735995.75,67.45,0.3089915398698413,0.0,False
Office,47.65708,-122.38383,1983,4,10849,29722,1286817.375,8.97,0.9999997085833566,0.0,True
Office,47.65649,-122.38383,1983,4,15659,26048,1755788.5,12.24,0.9999997152276598,0.0,True
Other,47.65118,-122.37875,1960,2,0,57644,2189735.0,42.87,0.726804841681756,0.0,False
Warehouse,47.64913,-122.37929,1955,2,0,39497,1700057.375,28.28,0.7906033171380465,0.0,False
Other,47.6303,-122.3142,1932,1,0,33087,3548858.25,121.9,0.4066493780077015,0.0,False
Office,47.70793,-122.33316,1982,2,0,27574,1211349.25,8.44,0.9999997936185621,0.0,False
Healthcare,47.71069,-122.32674,1998,5,0,43661,3936421.5,82.57,0.6964942651593585,0.0,False
Office,47.70842,-122.3332,1987,3,27307,48798,2472350.25,17.24,0.9999998988816411,0.0,True
Other,47.70983,-122.31865,1952,2,0,32009,1998725.25,44.28,0.6709241302675293,0.0,False
Office,47.70676,-122.32264,1988,3,0,28841,1459199.75,33.42,0.6546903533940436,0.0,False
Other,47.70782,-122.31873,1977,2,0,33344,123767.2031,0.86,0.9999983590160001,0.0,False
Other,47.70541,-122.32232,2005,1,0,30498,2436063.0,80.19,0.43768408288291394,0.0,False
Education,47.51698,-122.35946,1924,2,0,42975,959352.0,42.96,0.1805020472152036,0.0,False
Other,47.53366,-122.33733,1963,1,0,23260,1612105.75,52.41,0.44648373718659584,0.0,False
Office,47.53309,-122.33977,1988,2,0,30659,2619088.5,55.85,0.6889373917681667,0.0,False
Other,47.63132,-122.34136,1920,2,0,27144,1012024.313,32.58,0.45334483974991224,0.0,False
Office,47.70558,-122.33486,1979,2,0,34759,1633105.375,11.39,0.9999997703761155,0.0,False
Worship Facility,47.71745,-122.33221,1965,2,0,44719,1614026.25,53.21,0.43659822756909933,0.0,False
Retail,47.57894,-122.31287,1965,1,0,21603,5833800.0,129.89,0.6685278891974357,0.0,False
Warehouse,47.53158,-122.33568,1979,1,0,42900,436252.5,3.04,1.0000011461252372,0.0,False
Other,47.52956,-122.33592,1971,1,0,26232,3094090.0,122.71,0.29154969635660244,0.0,False
Warehouse,47.59783,-122.31554,1956,2,0,25840,313528.0938,2.19,0.9999997008242584,0.0,False
Office,47.59721,-122.31838,1988,1,0,45145,1268459.0,43.63,0.40560317676803115,0.0,False
